gene_name,TCGA-AF-2690-01,TCGA-AF-6136-01,TCGA-AF-6655-01,TCGA-AF-6672-01,TCGA-AF-A56N-01,TCGA-AG-3591-01,TCGA-AG-3725-01,TCGA-AG-3731-01,TCGA-AG-3742-01,TCGA-AG-4021-01,TCGA-AG-4022-01,TCGA-AH-6544-01,TCGA-AH-6547-01,TCGA-AH-6643-01,TCGA-AH-6644-01,TCGA-AH-6897-01,TCGA-CI-6621-01,TCGA-CL-5918-01,TCGA-DC-4745-01,TCGA-DC-4749-01,TCGA-DC-5337-01,TCGA-DC-5869-01,TCGA-DC-6155-01,TCGA-DC-6157-01,TCGA-DC-6158-01,TCGA-DC-6160-01,TCGA-DC-6681-01,TCGA-DC-6682-01,TCGA-DC-6683-01,TCGA-DT-5265-01,TCGA-DY-A0XA-01,TCGA-DY-A1DC-01,TCGA-DY-A1DD-01,TCGA-DY-A1DF-01,TCGA-DY-A1DG-01,TCGA-DY-A1H8-01,TCGA-EF-5830-01,TCGA-EI-6506-01,TCGA-EI-6507-01,TCGA-EI-6508-01,TCGA-EI-6509-01,TCGA-EI-6510-01,TCGA-EI-6511-01,TCGA-EI-6512-01,TCGA-EI-6513-01,TCGA-EI-6514-01,TCGA-EI-6881-01,TCGA-EI-6882-01,TCGA-EI-6884-01,TCGA-EI-6885-01,TCGA-EI-6917-01,TCGA-F5-6464-01,TCGA-F5-6465-01,TCGA-F5-6571-01,TCGA-F5-6702-01,TCGA-F5-6811-01,TCGA-F5-6812-01,TCGA-F5-6813-01,TCGA-F5-6861-01,TCGA-F5-6863-01,TCGA-F5-6864-01,TCGA-G5-6641-01
ADCYAP1R1,-3.1714,-4.2934,-5.0116,-4.6082,-4.2934,-6.5064,-6.5064,-3.1714,-6.5064,-4.2934,-4.6082,-5.5735,-2.3884,-3.816,-3.458,-6.5064,-9.9658,-9.9658,-4.035,-9.9658,-6.5064,-4.2934,-9.9658,-6.5064,-3.6259,-9.9658,-2.8262,-9.9658,-6.5064,-4.2934,-9.9658,-5.5735,-4.6082,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-4.6082,-5.5735,-3.458,-9.9658,-5.5735,-6.5064,-9.9658,-4.2934,-9.9658,-9.9658,-4.035,-6.5064,-4.035,-1.7322,-4.035,-5.0116,-3.3076,-5.5735,-3.6259,-3.816,-5.5735,-3.816,-3.3076,-9.9658
ADGRB1,-1.3921,-3.1714,-3.6259,-2.9324,-2.3884,-4.6082,-4.035,-2.6349,-2.7274,-1.9942,-2.5479,-3.6259,-1.9942,-3.0469,-4.035,-5.5735,-5.0116,-3.6259,-9.9658,-4.6082,-6.5064,-4.035,-6.5064,-4.035,-3.816,-4.6082,-2.2447,-9.9658,-4.6082,-1.5105,-2.5479,-3.816,-3.6259,-4.6082,-3.6259,-2.8262,-9.9658,-3.458,-1.7809,-5.0116,-2.6349,-5.5735,-4.6082,-6.5064,-2.8262,-2.5479,-9.9658,-4.6082,-2.4659,-1.4699,-1.6394,-1.5951,-1.0862,-2.6349,-1.8314,-4.6082,-1.7809,-3.816,-4.2934,-1.8836,-0.4921,-4.2934
ADIPOQ,4.8043,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-4.2934,-9.9658,-4.035,-9.9658,-1.5522,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,0.4447,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.8314,1.595,-9.9658,-2.6349,-9.9658,0.0718,2.5876,-9.9658,-9.9658,-4.6082,-9.9658
ADIPOR1,5.5835,6.0341,5.4637,6.3916,5.4516,6.4121,6.2819,5.7151,6.0828,6.3315,5.7463,6.4163,5.5345,6.508,5.8963,5.8205,5.7412,5.6488,5.6588,5.8176,5.3238,5.6044,4.986,5.5151,5.7423,6.3065,5.8475,5.5644,5.7898,5.9143,5.9451,5.6361,5.3862,5.9568,5.4296,7.3527,5.7695,6.0453,5.8493,5.8854,5.2165,5.7645,5.6733,5.3608,5.9883,5.4948,6.1239,6.4777,6.3526,5.6818,5.5179,6.1388,5.7082,6.0018,5.6545,5.5248,5.8553,6.5612,5.5814,6.3705,5.24,6.0788
ADIPOR2,4.3513,4.3889,4.81,5.0282,5.0964,4.162,5.0027,5.7976,4.8177,4.5534,4.9449,5.4944,4.8832,4.3534,4.2973,5.4797,4.6195,4.554,4.2274,5.0584,4.5417,4.6112,2.9544,4.8595,4.5034,5.142,4.9012,5.3198,5.8094,4.8043,6.5764,4.6888,5.0913,3.6804,3.5887,4.6335,5.1635,4.8758,5.465,5.17,4.0739,4.8689,4.6018,4.9901,5.2472,4.4257,4.7725,5.0777,4.8146,4.4964,4.7856,4.5681,4.5211,4.4337,4.7242,4.9542,4.6742,4.9964,4.4033,4.6657,5.0041,6.1737
ADORA1,0.3907,-1.1811,-0.4521,-1.5951,-0.6873,-3.3076,-3.0469,0.2642,-1.1811,-0.9971,-0.3752,0.9862,0.2762,-1.8836,0.2762,-3.3076,0.5271,-0.1345,-2.6349,-1.0559,-1.2481,0.4657,0.8082,-1.6394,0.9789,-0.9132,-0.1187,-1.4305,-0.7108,-0.3022,-0.6416,-1.5522,-3.458,-3.6259,-1.9942,-1.5522,-3.458,1.0503,1.2815,-1.3183,-2.8262,-1.8836,-1.0862,-0.5756,0.4016,-2.114,-2.5479,-2.4659,0.058,0.9268,-1.3921,0.03,0.9935,-0.6416,0.3907,0.099,0.058,-0.9971,0.4761,0.6517,-0.0877,-1.9942
ADORA2A,2.043,-0.1665,0.346,-0.1187,0.3685,-0.4325,-0.013,1.105,-0.1993,-0.1828,0.8327,-1.6394,1.5758,0.1776,0.5271,0.099,1.3679,-0.394,-0.5543,-0.9971,-0.1345,0.1519,0.058,-0.1345,1.0711,0.24,0.3907,-0.6643,-0.7588,0.1257,-0.1187,-0.7834,0.8488,0.2522,-0.0877,-0.6873,-0.9686,1.5316,1.8801,-0.1345,-1.2142,0.3115,1.949,0.5666,-0.1828,-0.2159,0.5271,0.5069,0.8246,1.7828,1.3225,1.7053,1.4281,0.679,0.605,0.2881,0.688,0.3346,-0.6643,-0.1031,0.9935,-2.3147
ADORA2B,3.335,2.8522,2.824,3.8788,2.4623,3.222,3.7709,2.2633,2.9356,1.816,2.6602,3.9147,3.8827,1.4228,0.605,2.8974,3.5535,2.7508,2.0465,4.0841,4.6195,4.0858,1.5115,4.4881,2.5087,3.2267,3.0961,2.2206,4.0619,2.2051,2.8522,3.5399,2.236,2.2663,2.0673,3.4648,1.8643,3.5174,3.154,1.3397,1.3283,3.7443,3.4237,2.8381,2.1957,2.6161,3.1765,4.1515,2.3981,3.4464,4.4647,2.3222,2.3135,2.043,3.3076,3.0568,2.561,2.8219,4.2795,3.1475,2.7951,3.4116
ADORA3,1.85765,-1.7847499999999998,-0.9523,-2.0128,-1.785,-1.63535,-3.7324,-0.7442,-1.665,0.7849,-1.46835,-6.8909,-0.6347,-1.07295,-0.8146,-2.08605,-0.89025,-3.57805,-0.71285,-2.88715,-0.0444499999999999,-0.9421,-1.1185,-0.6756,1.53685,-0.6086,-1.70735,-1.25835,-1.37195,1.26615,-1.8594,-2.1488,-1.86505,-1.62135,-2.5914,-4.8099,-0.68545,-1.754,0.84495,-1.2676,-0.3134,-2.38815,0.7745500000000001,-1.8168,-0.74895,-1.1315,-2.6124,-1.6457,-0.4423,-0.60825,1.7777500000000002,1.3504,-0.0045999999999999,-0.4623,0.38765,0.1704,-0.4372,-0.9677,-2.46525,-2.59665,0.92295,-2.85965
ADRA1A,-4.035,-9.9658,-5.5735,-9.9658,-5.0116,-6.5064,-9.9658,-4.035,-9.9658,-6.5064,-6.5064,-6.5064,-3.3076,-9.9658,-3.458,-9.9658,-4.2934,-9.9658,-5.5735,-4.2934,-9.9658,-5.5735,-9.9658,-5.0116,-6.5064,-4.2934,-4.035,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-4.6082,-9.9658,-5.5735,-5.0116,-6.5064,-5.0116,-3.816,-5.5735,-6.5064,-5.5735,-4.6082,-5.5735,-6.5064,-5.5735,-4.6082,-5.0116,-4.6082,-5.5735,-6.5064,-2.114,-3.816,-9.9658,-9.9658,-4.6082,-6.5064
ADRA1B,-2.3884,-4.6082,-2.3884,-2.4659,-2.8262,-1.4305,-2.9324,-1.4305,-2.6349,-3.1714,-4.6082,-2.2447,-1.6394,-3.816,-1.4699,-3.816,-2.4659,-5.0116,-3.1714,-3.3076,-5.0116,-4.6082,-9.9658,-4.035,-4.035,-2.8262,-4.6082,-5.0116,-5.0116,-1.0862,-5.0116,-3.816,-4.6082,-4.6082,-3.816,-6.5064,-1.8836,-1.4699,-5.0116,-3.6259,-1.8314,-9.9658,-1.4699,-3.458,-0.6193,-3.458,-3.816,-5.5735,-3.3076,-4.2934,-4.035,-1.5951,-4.035,-3.6259,-3.6259,-4.6082,-3.458,-2.7274,-2.4659,-6.5064,-3.3076,-4.2934
ADRA1D,-1.7809,-3.816,-1.685,-3.816,-3.816,-5.5735,-4.2934,-4.6082,-5.0116,-3.6259,-3.6259,-6.5064,-4.6082,-3.816,-3.1714,-3.1714,-3.458,-2.1779,-3.6259,-4.035,-2.7274,-3.0469,-9.9658,-4.6082,-2.3147,-6.5064,-1.9379,-9.9658,-6.5064,-2.114,-6.5064,-5.5735,-2.8262,-2.4659,-4.2934,-3.458,-4.6082,-3.6259,-3.458,-1.8314,-2.7274,-6.5064,-2.0529,-5.0116,-1.2481,-4.6082,-4.2934,-5.0116,-6.5064,-2.7274,-6.5064,-0.2159,-2.5479,-3.458,-3.816,-4.2934,-1.5105,-3.3076,-4.035,-2.114,-4.6082,-9.9658
ADRA2A,2.1798,-0.0725,1.0573,0.2762,-1.4699,-0.6416,1.8444,0.1519,0.4233,-0.4921,2.9488,1.7185,1.8119,-2.3147,0.0014,0.5271,0.1903,1.3846,-1.1488,1.5758,1.6234,-0.013,0.24,0.7664,0.7999,0.7058,3.3105,1.816,1.2147,0.8246,1.3225,2.1313,1.3454,-1.1172,1.177,-3.0469,2.004,-0.2328,-0.4325,1.412,1.7446,2.874,-0.2498,-1.0559,1.2209,3.3605,0.1124,-1.0262,0.9115,1.2516,1.3846,0.3685,1.5902,3.1765,2.1574,2.651,1.2815,0.099,-1.5951,-1.3183,1.7828,0.8327
ADRA2B,-2.4659,-4.035,-3.0469,-2.2447,-2.3884,0.3573,-3.6259,-2.114,-2.8262,-4.6082,-2.9324,-3.6259,-2.6349,-2.5479,-3.816,-1.5105,-2.1779,-5.5735,-2.1779,-2.9324,-1.6394,-2.9324,-5.5735,-2.0529,-2.4659,-2.7274,-1.0862,-2.9324,-1.4699,-2.3147,-3.1714,-4.2934,-5.0116,-1.9942,-2.5479,-2.2447,-2.4659,-1.7809,-1.1172,-1.5951,-3.816,-3.458,-3.816,-3.0469,-2.6349,-3.458,-3.816,-2.5479,-3.1714,-2.8262,-0.8863,1.0007,-3.3076,-3.1714,-3.0469,-3.458,-2.5479,-5.0116,-3.1714,-2.0529,-1.9379,-2.5479
ADRA2C,0.24,-0.9132,2.3077,-2.9324,4.0833,-4.2934,-1.8314,0.6239,3.772,0.8726,-0.2159,0.8568,-1.5951,3.6417,1.9822,3.8591,0.8327,2.9432,-1.3183,0.5271,1.6512,3.1669,0.7146,3.3307,1.595,-2.1779,2.7227,1.2815,-1.9942,3.1129,-1.8314,-2.3147,3.3478,-2.4659,3.9118,2.3508,0.4967,-0.8599,2.3366,-0.394,1.2696,-3.458,0.4967,1.1641,-1.6394,2.7972,-2.9324,-1.1488,-1.4699,-0.3201,2.3135,-1.1811,0.9493,-2.6349,-1.4305,1.0503,-0.3201,-1.2481,0.3231,1.2455,-0.2845,0.3573
ADRB1,-1.7322,-1.9379,-6.5064,-1.0559,-2.7274,-0.4521,-5.0116,-3.458,-3.3076,-0.9406,-0.8863,-3.3076,-1.5951,-3.0469,-3.1714,-3.816,-3.458,-3.0469,-2.6349,-3.3076,-9.9658,-4.2934,-9.9658,-3.816,-4.035,-3.816,-1.4699,-2.8262,-3.3076,-0.1187,-3.3076,-4.2934,0.3115,0.2277,0.1124,-9.9658,-2.5479,-3.6259,-2.4659,-2.3147,-2.2447,-3.816,-2.3884,-4.035,-1.5951,-1.2142,-5.0116,-1.7809,-3.816,-3.458,-2.3884,-0.8863,-4.6082,-1.4305,-2.5479,-2.3147,-1.2828,-2.5479,-3.816,-2.4659,-2.0529,-0.1993
ADRB2,-0.9132,-1.7322,-3.3076,-1.5105,-4.035,-1.5105,-3.1714,-1.4305,-3.3076,-3.458,-2.6349,-1.6394,-0.7346,-4.6082,-2.1779,-0.5332,-2.4659,-5.0116,-4.6082,-6.5064,-1.0862,-1.3921,-3.816,-4.6082,-1.9942,-2.3884,-2.7274,-1.6394,-4.6082,-1.4305,-3.1714,-5.0116,-3.458,-3.816,-4.6082,-5.0116,-5.5735,-2.4659,-3.1714,-3.6259,-5.5735,-2.0529,-2.3147,-3.6259,-3.458,-3.0469,-3.458,-2.7274,-1.7322,-2.2447,-2.7274,-1.9379,-2.8262,-2.0529,-1.685,-1.1811,-2.7274,-3.1714,-4.035,-5.0116,-2.2447,-2.7274
ADRB3,-3.0469,-2.6349,-6.5064,-9.9658,-6.5064,-3.3076,-6.5064,-9.9658,-9.9658,-9.9658,-3.816,-6.5064,-6.5064,-6.5064,-5.5735,-9.9658,-5.5735,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-2.7274,-9.9658,-5.5735,-3.816,-9.9658,-9.9658,-2.6349,-3.6259,-9.9658,-9.9658,-9.9658,-5.0116,-5.0116,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-4.6082,-3.0469,-5.0116,-9.9658,-6.5064,-5.5735,-6.5064,-1.9942,-5.0116,-3.6259,-4.035,-6.5064,-3.816,-4.6082,-9.9658,-2.0529,-1.6394,-9.9658
AFDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFP,-2.1779,-9.9658,-3.1714,-9.9658,-0.8599,-9.9658,-9.9658,-3.816,-2.114,-9.9658,-0.6193,-1.3548,-2.9324,-9.9658,-4.6082,-1.3921,-2.2447,0.6517,-3.0469,-1.5951,-1.9942,-3.0469,1.766,-1.9942,-3.6259,-9.9658,-9.9658,-1.685,-1.3548,-3.6259,-1.3548,-1.0262,-0.4921,-9.9658,-2.5479,-9.9658,-1.3183,-4.035,-9.9658,-0.1031,-4.035,-3.0469,-2.4659,-4.035,-0.7588,-0.7588,0.5069,-9.9658,-3.6259,-4.2934,-3.1714,-3.816,-1.7809,-5.0116,-2.7274,-1.0559,-3.458,-2.0529,-1.8314,-4.035,-1.2481,-4.2934
AGAP2,0.9568,-1.7322,-1.3183,-1.1811,-1.3183,-1.8836,-1.1811,1.1382,-2.7274,2.3308,-1.0559,-4.2934,0.6239,-0.7346,-1.4305,-0.0277,-0.6643,-1.6394,-2.3884,-2.2447,-1.5105,-1.2828,0.2998,-0.3201,0.5568,2.7551,-0.8084,-2.7274,-1.7322,-0.9132,-0.7588,-2.0529,-1.7322,-2.3147,-2.3147,-1.8836,0.1519,-0.5973,0.1903,-0.7346,0.7832,0.6699,0.5069,-1.5522,0.6239,-1.5105,-0.6873,2.2663,2.0946,-0.3752,0.1388,0.1388,0.4657,-0.3566,-0.1828,-1.5951,-0.5543,-0.7588,-1.1488,-2.1779,-0.3566,1.5013
AGER,0.1776,0.1903,0.4125,0.9343,1.2815,1.1184,0.24,0.9191,0.6145,0.7999,0.6145,0.2154,1.0151,0.7832,0.3346,-0.3752,1.2147,0.3115,-1.1488,0.6699,-0.4719,-0.1345,1.5064,1.0007,-0.7346,0.0854,-0.8084,-0.5973,-0.4521,1.0915,0.6699,0.2522,1.0079,2.4753,2.561,2.9802,0.2277,1.3225,1.1117,0.9419,1.0433,0.0718,-1.4699,0.1776,-0.7108,-3.1714,0.0718,0.099,0.9038,0.605,1.0642,-1.685,0.2998,0.1388,-0.9686,-0.9406,0.2154,-0.7346,0.7493,0.8726,1.5316,1.7229
AGRP,-5.0116,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-4.6082,-1.9379,-9.9658,-9.9658,-5.0116,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-0.1504,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-3.6259,-9.9658,-3.816,-4.035,-9.9658,-5.0116,-4.035,-5.0116,-9.9658,-5.0116,-9.9658,-9.9658,-3.6259,-9.9658,-1.3183,-3.3076,-9.9658,-9.9658,-1.7809,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-3.458,-9.9658
AGT,4.2335,2.7073,4.1409,2.3479,4.4523,2.128,2.2783,3.3535,3.1458,0.7233,3.2632,0.7579,2.108,1.9564,4.441,4.4423,5.5829,4.7619,3.3577,4.4938,4.404,5.0743,3.5349,4.2033,4.0216,3.8778,2.9488,2.9674,3.2796,1.8444,1.4281,3.1507,4.6006,0.6239,3.4881,2.3732,5.1728,3.7688,-1.3183,3.3278,2.2421,2.3953,4.6159,3.4451,4.9449,4.0807,3.1955,3.4687,4.2048,3.2841,2.7117,4.1946,3.8157,3.668,1.736,3.0463,3.4277,2.9128,2.6278,3.335,3.2541,1.2023
AGTR1,1.0983,-9.9658,-0.2328,0.1648,-3.6259,-9.9658,-6.5064,-1.3548,-3.3076,-0.5125,-1.5522,-4.2934,-1.4699,-0.7834,-1.4699,-9.9658,-3.3076,-9.9658,-0.8599,-5.0116,-5.5735,-6.5064,-9.9658,-1.2481,-1.1811,-9.9658,0.9419,-2.9324,-1.685,0.9493,-2.9324,-5.5735,1.3679,1.4441,1.6281,-6.5064,-0.8339,-4.6082,-2.3884,-1.4699,-3.0469,-5.5735,-2.0529,-9.9658,-3.1714,0.0718,-3.6259,-5.5735,-4.035,-2.9324,-3.458,2.1476,-1.4699,-0.8863,1.5115,-2.3147,0.7832,-0.0725,-1.0862,1.177,0.3685,-9.9658
AIFM2,3.5718,3.8759,4.0304,2.0465,3.9337,2.1345,3.5374,2.9167,3.9194,2.6255,2.9186,3.6578,3.1955,3.5199,3.2811,3.3787,3.2002,4.0436,3.8944,3.9356,3.4477,3.3869,4.3786,3.6018,4.1103,3.5124,3.402,2.4753,3.0038,3.9431,3.8541,3.7762,3.7302,1.6187,3.421,3.1924,2.9911,3.6101,2.7847,4.0454,3.716,3.4075,3.5136,3.3869,4.1318,3.011,3.2944,3.7877,3.8064,3.6219,3.5791,3.0287,3.38,3.2205,2.9507,3.1475,3.7625,3.6509,4.2373,4.1612,2.9581,3.154
AIM2,0.4967,-1.0862,-1.9942,-0.9686,-0.4325,-1.6394,1.7828,1.5998,-0.2159,1.7532,-0.4719,-0.0425,1.2636,-3.0469,-0.7834,-1.9942,-0.394,-3.3076,-0.8339,-2.4659,1.1382,-1.1172,-4.035,1.1117,1.7575,-0.9406,-3.1714,-2.0529,-1.7809,-1.1811,-1.9942,-2.114,-3.1714,-3.816,-0.2671,-2.6349,-1.3183,-0.2845,0.058,-1.9379,-3.816,-1.2481,2.6161,1.3846,-0.0574,-1.9942,-0.7346,0.1388,0.679,-1.5951,2.1988,-0.4325,-0.3022,-0.5125,-0.2159,0.7748,0.3346,0.24,-1.9379,-3.3076,-0.5973,-2.6349
AJUBA,3.0515,3.2707,3.3032,1.8604,2.4649,0.8726,1.9712,3.6646,2.7615,2.9618,2.9356,1.4911,1.2636,4.2335,3.3293,3.3619,3.29,2.2299,2.7679,2.4571,2.3788,2.909,0.7146,3.3061,3.1011,3.0671,2.5561,3.2766,2.2573,3.2328,3.2662,1.8996,3.0791,1.6045,1.949,2.3106,3.3506,1.787,3.1908,3.4609,3.7138,2.4701,2.982,2.7117,3.0637,3.2973,2.651,3.3966,2.1988,3.4277,4.3406,3.5022,3.0199,2.1798,3.2002,3.1971,2.1957,2.9929,3.309,3.4102,3.2189,0.7999
AKT1,5.5515,6.6181,6.2192,6.0171,5.2265,5.1883,6.0945,5.7148,5.3834,6.2737,5.6846,5.8182,5.7963,5.7835,6.2761,6.6068,6.1948,5.0922,5.8985,5.5644,5.5094,5.464,5.7926,5.7123,6.0337,6.31,6.1062,5.133,5.2954,6.1815,5.5094,5.2533,5.8455,5.5934,5.2308,5.3381,5.8711,5.9991,6.0477,6.1334,5.9031,5.8714,5.3191,6.5362,5.4598,5.0794,5.5488,6.4665,5.9607,6.3766,5.8105,6.1243,5.7937,5.36,6.0987,5.2728,5.1498,5.9605,6.4653,6.2902,5.7274,5.2415
AKT1S1,4.4874,4.8022,4.858,4.5583,5.1827,4.1409,4.6617,5.178,5.347,5.3576,4.0858,5.4446,4.3695,4.4562,4.5386,4.8555,5.4822,5.1922,4.5802,5.5445,4.5681,4.6606,6.7562,4.9036,4.8783,4.6206,5.1425,4.7159,4.5411,5.2384,5.1692,5.4121,4.6882,4.1939,5.3086,5.2296,3.5899,5.197,4.5497,5.4735,4.9837,4.8243,4.1482,5.2365,5.1248,4.7893,5.0466,4.4719,4.9331,4.5261,4.7214,4.5705,4.2088,4.8007,4.5638,4.7919,4.8983,4.706,4.5249,4.5766,4.8125,4.9036
AKT2,5.51,5.5552,5.8553,5.0131,5.6574,4.9098,5.6982,5.6352,5.6206,5.7052,5.4327,5.5373,5.0374,5.4243,5.498,5.6565,5.6279,5.0113,5.3005,5.6029,5.1664,5.0584,3.162,5.7999,6.054,5.7043,5.7032,5.1347,4.9672,5.1934,5.3785,5.5361,5.3045,4.1036,5.0224,4.6972,5.5759,6.0987,5.342,5.821,5.5726,5.3664,4.6921,6.0483,5.9864,5.2888,5.6985,5.3608,5.9076,6.1619,5.5295,5.17,5.533,5.8153,5.3817,5.009,4.9213,5.5586,5.6854,5.7013,5.5955,5.1115
AKT3,2.3926,1.1833,1.4011,-0.3383,0.9935,-0.9132,-1.0862,1.9822,0.9038,1.5514,1.5013,-1.0262,1.5709,0.9862,1.5514,-0.6873,1.8078,-0.7588,0.7058,0.1776,-0.6643,0.8488,-0.7588,0.7058,2.167,0.1519,1.5563,2.5388,2.2633,2.1247,-0.5543,0.4552,0.7832,0.688,-1.5951,-2.0529,-0.7346,0.4125,1.3283,0.5859,0.9568,-1.4305,2.8219,0.0718,0.4016,1.0079,0.346,0.2154,1.0433,1.3623,1.4756,3.0978,1.6964,1.6093,2.8522,1.5998,2.6441,1.2209,0.2029,1.7097,2.1013,-1.8314
ALDOA,9.4568,10.4496,10.0967,10.4778,10.1396,9.8162,11.5472,9.934,10.2351,10.7949,9.8655,10.787,9.74,10.0808,10.1748,10.8725,9.7744,10.1255,9.8133,11.2135,10.4268,10.079,11.7486,9.2808,9.4988,10.139,10.406,9.6479,10.8289,10.8413,10.0806,10.4442,9.3547,9.3889,10.3307,10.6095,10.2674,10.0564,9.9678,10.4066,10.7342,10.1126,9.2563,11.0234,9.757,9.8053,9.8482,9.9279,10.1944,9.6259,10.3942,10.262,9.8513,9.4217,9.9497,9.2077,10.0332,10.7082,10.2199,10.6318,9.4979,10.025
ALDOB,-4.035,6.2104,5.3989,3.793,1.6466,5.0807,5.8602,1.5758,4.0593,0.4865,6.552,5.082,3.2826,1.1382,3.4517,0.5955,3.9213,5.0514,2.9948,3.6669,3.9308,2.7721,2.1213,5.0972,1.7954,3.4224,2.118,1.7617,7.0419,1.6785,-1.9379,-2.7274,2.3394,-1.5522,1.1382,0.1257,0.6145,4.4483,-3.6259,0.1903,2.0912,2.2633,3.6066,7.8909,1.6964,4.3371,4.1027,1.7912,2.9729,-3.458,1.9111,0.9038,3.5086,7.0291,2.4571,3.3787,4.4377,-0.4521,1.614,3.8116,4.7469,3.5718
ALDOC,5.3424,3.9838,3.7182,4.8545,3.7269,3.8441,5.374,3.8915,2.77,5.1433,3.3661,4.9275,3.5982,4.588,3.8147,7.7688,3.4358,4.1417,2.4359,6.0762,4.4894,3.8561,2.2633,3.6827,3.836,3.2205,4.9955,5.7013,5.4601,4.5274,5.4578,5.0713,3.6486,4.018,4.9612,4.4816,3.623,3.5718,4.8038,4.5614,4.3421,4.8665,3.6101,4.3321,4.4423,4.3399,3.074,4.2312,4.9146,4.2855,5.1318,4.506,3.835,3.7389,4.197,4.943,4.3569,5.63,4.0287,3.8551,5.0471,3.4997
AMH,-3.458,-3.0469,-9.9658,0.1124,-0.9686,1.0983,-2.7274,2.4035,1.1577,3.0944,-2.114,-1.5522,-3.3076,-2.3884,0.1519,-1.0862,-0.5973,-2.1779,-2.1779,-1.5951,-9.9658,-5.0116,-1.5105,-1.9942,-6.5064,-0.2159,-3.1714,1.125,-2.2447,0.7407,0.7493,0.6969,-3.6259,0.605,-0.4719,1.2992,-1.5522,-0.0725,-0.3566,-0.0277,-1.3183,-1.2481,0.346,-1.9942,-3.458,-6.5064,-1.3921,2.1638,-1.8836,-2.9324,3.3869,-2.9324,-0.8863,-0.6193,-6.5064,-6.5064,1.8282,0.044,-2.0529,-1.5522,-1.685,2.1957
AMHR2,-3.1714,-4.6082,-9.9658,-5.0116,-9.9658,-9.9658,-5.5735,-4.2934,-9.9658,-9.9658,-4.2934,-9.9658,-2.4659,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-5.5735,-5.0116,-9.9658,-2.9324,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-4.6082,-9.9658,-5.5735,-4.6082,-4.035,-5.5735,-4.035,-3.458,-4.6082,-3.6259,-4.6082,-4.035,-9.9658,-6.5064,-9.9658,-4.6082,-5.5735,-5.5735
AMOT,1.0779,3.5149,3.5523,3.6219,4.0109,2.3423,3.7193,1.1316,2.0325,3.8033,2.9948,2.8341,1.5415,3.7667,2.8055,2.9071,1.8078,2.2723,3.4661,2.036,1.9638,2.8178,0.2998,3.9261,2.4252,2.4412,2.4279,2.3251,3.5149,3.0568,1.5316,0.7321,2.004,2.4306,1.2992,0.3231,3.4609,0.5955,1.9564,3.5706,3.8749,2.6371,3.7794,4.7672,3.7028,3.838,3.83,2.5036,3.0376,1.3397,2.3732,4.6451,4.4615,3.1604,1.5806,1.5415,2.3251,1.5902,2.5061,0.9493,1.8036,0.8327
