gene_name,TCGA-KL-8324-01,TCGA-KL-8325-01,TCGA-KL-8326-01,TCGA-KL-8327-01,TCGA-KL-8328-01,TCGA-KL-8329-01,TCGA-KL-8330-01,TCGA-KL-8331-01,TCGA-KL-8332-01,TCGA-KL-8333-01,TCGA-KL-8334-01,TCGA-KL-8335-01,TCGA-KL-8336-01,TCGA-KL-8337-01,TCGA-KL-8338-01,TCGA-KL-8339-01,TCGA-KL-8340-01,TCGA-KL-8341-01,TCGA-KL-8342-01,TCGA-KL-8343-01,TCGA-KL-8344-01,TCGA-KL-8345-01,TCGA-KL-8346-01,TCGA-KM-8438-01,TCGA-KM-8439-01,TCGA-KM-8440-01,TCGA-KM-8441-01,TCGA-KM-8442-01,TCGA-KM-8443-01,TCGA-KM-8476-01,TCGA-KM-8639-01,TCGA-KN-8418-01,TCGA-KN-8419-01,TCGA-KN-8421-01,TCGA-KN-8423-01,TCGA-KN-8424-01,TCGA-KN-8425-01,TCGA-KN-8426-01,TCGA-KN-8427-01,TCGA-KN-8428-01,TCGA-KN-8429-01,TCGA-KN-8431-01,TCGA-KN-8432-01,TCGA-KN-8433-01,TCGA-KN-8434-01,TCGA-KN-8435-01,TCGA-KN-8436-01,TCGA-KN-8437-01,TCGA-KO-8403-01,TCGA-KO-8404-01,TCGA-KO-8405-01,TCGA-KO-8406-01,TCGA-KO-8407-01,TCGA-KO-8408-01,TCGA-KO-8409-01,TCGA-KO-8410-01,TCGA-KO-8411-01,TCGA-KO-8413-01,TCGA-KO-8414-01,TCGA-KO-8415-01,TCGA-KO-8416-01,TCGA-KO-8417-01
ADCYAP1R1,-3.0469,-6.5064,-6.5064,-5.0116,-2.3884,-5.5735,-3.816,-5.5735,-3.1714,-3.458,-5.5735,-4.6082,-2.1779,-2.9324,-2.2447,-5.5735,-5.5735,-5.0116,-2.3884,-5.5735,-1.5951,0.6145,-4.6082,-0.2328,-9.9658,-2.6349,-6.5064,-2.4659,-4.6082,-6.5064,-9.9658,-3.816,-5.5735,-9.9658,-1.7322,-6.5064,-5.5735,-5.5735,-6.5064,-9.9658,-4.035,-3.0469,-3.1714,-2.8262,-4.035,-4.035,-5.5735,-6.5064,-5.5735,-3.458,-9.9658,-2.5479,-5.5735,-3.6259,-4.6082,-4.2934,-4.2934,-5.5735,-3.0469,-5.0116,-3.6259,-1.9379
ADGRB1,-2.6349,-9.9658,-5.0116,-5.0116,-5.5735,-3.816,-2.9324,-3.816,-4.6082,-3.6259,-3.0469,-4.2934,-2.9324,-9.9658,-5.0116,-3.1714,-6.5064,-5.0116,-4.6082,-5.0116,-5.0116,-5.5735,-5.0116,-3.3076,-6.5064,-4.035,-5.5735,-2.3884,-2.4659,-5.5735,-5.0116,-4.6082,-4.6082,-3.458,-4.035,-4.2934,-1.9379,-4.035,0.7058,-4.2934,-4.2934,-6.5064,-4.6082,-0.9686,-2.6349,-4.035,-6.5064,-4.2934,-3.816,-2.9324,-1.7322,-3.458,-4.6082,-3.458,-2.5479,-3.3076,-5.0116,-1.685,-4.035,-2.6349,-2.9324,-3.458
ADIPOQ,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,3.9118,-9.9658,-4.2934,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ADIPOR1,4.5355,4.9079,5.365,3.6359,4.8714,5.3313,5.2608,4.7651,4.7181,5.1144,5.0032,4.9824,5.3256,5.1981,4.8768,5.5874,5.172,5.4192,4.8289,5.0148,5.3151,4.5772,4.8022,4.7783,5.6676,5.1157,5.8141,5.0845,4.6702,4.4243,5.7549,5.2285,5.322,5.3851,4.7661,5.1457,4.8724,5.2392,5.6462,5.2694,5.2736,4.81,6.2921,4.6422,5.0501,5.2146,4.8505,5.6485,4.6218,5.6273,5.1867,4.8709,4.8615,5.0224,4.0436,4.7431,4.9141,5.0803,5.298,4.9626,4.5964,5.1914
ADIPOR2,5.4506,6.5105,4.9189,3.9468,5.671,5.2668,6.0783,5.7677,6.3721,5.2877,5.3636,5.7672,5.7035,5.8425,5.4683,6.7489,6.0531,5.5756,5.4393,5.9016,5.2717,5.168,6.0457,5.1819,4.347,5.8143,4.4764,5.8475,5.2219,4.7762,4.6317,6.2095,4.6651,4.9769,5.7071,6.0146,5.101,5.889,4.404,5.9096,6.2292,5.585,6.0367,4.0427,5.5787,6.1659,5.1914,4.6282,4.835,4.3688,4.1531,5.4104,5.2825,4.711,4.7093,5.3737,5.3313,5.5996,5.7994,5.4199,5.2265,6.0618
ADORA1,-3.458,-3.816,-3.1714,-1.8314,-3.0469,-1.8836,-5.5735,-1.0862,-2.8262,-2.8262,-0.3566,-3.458,-3.6259,-2.7274,0.03,-5.5735,-3.3076,-2.2447,-2.8262,-0.0725,-1.2481,-2.6349,-2.4659,-3.816,-3.3076,-3.0469,-3.458,-0.3022,-2.7274,-3.6259,-3.6259,-3.3076,-5.5735,-0.3752,-3.458,-3.0469,-2.2447,-3.0469,1.0642,0.9419,-2.9324,-5.5735,-2.7274,-2.2447,-1.0262,-2.114,1.6604,-1.8314,-2.1779,1.46,-0.3022,-3.458,-1.8314,-0.9406,-6.5064,-2.9324,-2.5479,-2.3884,-2.4659,-1.5522,-2.7274,-3.816
ADORA2A,3.3032,-0.5756,-0.5125,-0.4325,2.2113,0.7146,0.1519,0.0718,1.46,1.3901,0.2881,-0.3201,0.2154,2.5413,-0.2498,-0.1665,0.4233,-0.013,0.9419,0.099,1.7828,1.4174,-0.1828,1.6466,1.2394,-0.7834,0.8408,0.2762,-0.8339,-0.4131,0.2642,0.4016,1.1117,0.9343,0.2522,0.8961,2.2603,0.7058,0.0158,0.4125,-0.013,0.6239,1.8282,1.9638,1.4911,0.8164,0.2881,0.1648,0.7664,1.2696,1.5806,-0.1345,1.4228,0.517,0.3796,0.6332,0.4552,1.3109,1.6234,0.7493,0.3346,0.24
ADORA2B,-3.1714,-3.6259,-2.8262,-5.5735,-2.7274,-3.0469,-9.9658,-3.3076,-0.6193,-1.5105,-1.9942,-3.458,-1.8836,-3.816,-3.3076,-5.0116,-1.3183,-3.1714,-1.7809,-1.5522,-0.5125,-2.7274,-1.685,-2.7274,-2.3884,-4.2934,-0.9686,-2.7274,-6.5064,-3.0469,-1.9942,-2.8262,-3.3076,-2.2447,-2.3147,-2.114,-3.816,-1.1488,2.6418,-0.3566,-1.2828,-2.8262,-1.2481,-3.6259,-1.1172,-2.7274,-1.4699,-4.2934,-1.8314,0.8647,0.6517,-2.4659,-2.5479,-2.5479,-5.0116,-1.8314,-2.7274,-2.5479,-1.8836,-1.8836,-2.3147,-1.3921
ADORA3,-2.2841,-2.5919,-6.7119,-2.06415,-3.3147,-0.48595,-3.29145,-2.3629,0.0809,0.9503,-0.9413,-1.54335,-0.34445,-2.88675,-1.66655,-1.2427,-0.7193499999999999,-1.75235,-0.8649000000000001,-1.5393,-0.47145,-2.9051,-2.93655,-1.7614999999999998,-1.0589499999999998,-2.0288500000000003,-0.83315,-1.44035,-6.506349999999999,-2.0051,-0.0942999999999999,-1.91535,-1.5544000000000002,-6.4491,-0.94215,-0.2806499999999999,1.1468,0.0045,0.3362,-1.47495,-0.64405,-2.12535,-1.42395,0.3270499999999999,-0.37615,-2.9332000000000003,-2.43515,-0.0223499999999999,0.3293,3.3434,0.74545,-1.69685,-2.0700000000000003,-2.1099,-1.84305,-1.95425,-2.60805,-0.0318999999999999,-1.524,-0.07765,-0.38115,-2.2062
ADRA1A,-5.5735,-9.9658,-6.5064,-9.9658,-6.5064,-5.0116,-6.5064,-9.9658,-2.4659,-3.6259,-5.5735,-6.5064,-3.3076,-9.9658,-5.0116,-9.9658,-3.458,-5.0116,-5.0116,-5.0116,-1.685,-3.1714,-9.9658,-4.2934,-9.9658,-4.6082,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-6.5064,-3.458,-5.0116,-4.6082,-6.5064,-6.5064,-4.6082,-3.0469,-4.035,-3.3076,-3.6259,-2.6349,-4.6082,-9.9658,-4.035,-4.6082,-9.9658,-4.6082,-3.816,-4.2934,-1.685,-5.5735,-4.6082,-5.5735,-3.1714,-5.5735,-4.6082,-6.5064,-4.6082
ADRA1B,-1.2142,-3.458,-2.2447,-3.458,-1.2828,-2.1779,-1.3921,-1.5951,-1.0262,-0.4921,-1.3921,-2.8262,-1.0262,-2.4659,-1.0559,-1.5522,0.0854,-1.7809,-0.8339,-0.9406,1.5563,0.1903,-1.1172,-0.6193,-0.5973,-2.8262,0.688,-2.7274,-3.0469,-2.3147,1.5806,-1.5105,-2.7274,-3.0469,-1.2142,-1.9942,-3.458,-2.5479,-3.3076,-1.1172,-0.8863,0.2277,-2.3884,-2.8262,-0.7588,-1.8314,-0.5756,0.346,-2.6349,-2.7274,-4.2934,-1.3183,-1.3183,-1.685,-2.7274,-2.1779,-1.3183,-1.1811,-1.6394,-3.6259,-2.7274,-1.685
ADRA1D,-3.816,-6.5064,-9.9658,-4.2934,0.4761,-5.5735,-4.6082,-6.5064,-6.5064,-5.0116,-3.3076,-6.5064,-4.2934,-5.5735,-5.5735,-6.5064,-4.6082,-4.6082,-2.3147,-6.5064,-2.2447,-4.6082,-5.0116,-5.5735,-9.9658,-5.5735,-6.5064,-3.6259,-5.0116,-6.5064,-4.6082,-4.6082,-6.5064,-9.9658,-3.3076,-4.6082,-9.9658,-4.6082,-6.5064,-9.9658,-4.6082,-5.0116,-9.9658,-5.5735,-2.9324,-3.458,-4.6082,-9.9658,-9.9658,-1.685,-9.9658,-5.5735,-3.6259,-4.2934,-6.5064,-9.9658,-6.5064,-6.5064,-4.035,-6.5064,-5.5735,-6.5064
ADRA2A,-1.3183,-5.5735,-4.6082,-5.0116,-5.0116,-2.2447,-4.2934,-3.0469,-3.3076,1.1577,-1.7809,-2.1779,-3.3076,-5.0116,-2.2447,-6.5064,-4.2934,-5.0116,-2.2447,-1.5522,-2.1779,-2.6349,-5.0116,-4.2934,-2.8262,-3.816,-2.2447,-3.816,-6.5064,-1.9942,-1.5522,-3.1714,-5.0116,0.8246,-0.5973,-4.2934,-1.5522,-9.9658,-3.1714,-3.0469,-3.816,-4.2934,-1.9942,-0.1993,-2.114,-3.3076,-4.6082,-3.0469,-3.816,-3.816,-4.2934,-3.6259,-3.1714,-0.8084,-2.9324,-2.3884,-2.9324,-2.3884,-2.5479,-3.816,-1.3921,-2.5479
ADRA2B,0.9935,-1.2481,-0.5125,-0.3201,-0.5756,0.9935,-0.6873,0.7493,-0.3752,-0.2498,-2.0529,2.945,0.6332,0.3115,-1.3548,2.4597,-0.3566,-1.3548,-0.1993,2.3926,-0.1665,-0.1504,-1.0262,0.9862,3.7699,2.0638,-0.5125,-1.4699,-1.0862,-0.4921,0.6969,-0.7346,-0.6416,-1.1172,-1.5522,1.4441,-0.3022,-0.5973,-3.458,3.4933,-0.0877,-1.1811,-0.4131,-0.1504,1.2815,-0.1345,-0.6193,1.5758,-2.3884,-2.4659,-2.0529,0.2881,1.125,1.9111,-0.9971,-1.5105,0.4967,0.5069,-1.2142,0.044,-1.5522,-0.3201
ADRA2C,-1.0262,-3.6259,-0.1187,-1.1172,-0.5973,-2.8262,-5.0116,-3.816,-0.6416,0.6425,-1.8314,-3.816,-2.9324,-3.1714,-1.7809,-4.2934,-2.5479,-6.5064,-2.114,-2.2447,-2.2447,-2.114,-2.9324,-1.4699,3.4116,-4.6082,1.9034,-1.8314,-0.2159,-1.8836,1.3567,-4.6082,-1.3921,-3.1714,-2.2447,-3.458,-1.5522,-1.3183,0.2881,-2.5479,-2.9324,-3.458,-1.1488,-1.1811,0.2154,-3.816,-1.8836,1.9188,-0.0725,-1.9942,-0.6416,-2.7274,-0.9686,-1.0862,-1.8836,-0.8863,-2.3884,0.6969,-2.114,-1.2481,-4.035,-2.7274
ADRB1,0.8805,2.0254,5.114,1.412,2.2723,0.4761,-2.8262,1.125,1.2934,0.6239,-0.4131,0.8246,2.9281,0.7748,-0.5543,3.0287,2.1147,3.1162,-0.2328,2.5731,4.0584,0.8647,-4.035,-1.9379,-4.2934,0.8805,-4.6082,-6.5064,2.6873,-1.0559,-5.5735,3.2112,2.362,0.1388,-3.3076,-0.1504,-0.9406,2.2019,-6.5064,-1.9379,2.1925,2.4412,-1.0862,-3.458,0.0718,1.7316,1.0642,-3.3076,0.605,-2.9324,0.2154,1.7828,1.9931,2.0254,-0.5332,0.9789,0.4552,0.537,2.1378,0.5955,0.5955,2.0254
ADRB2,-0.9132,1.8363,0.4447,1.105,2.6828,2.0395,-1.9379,2.5238,0.6425,0.3907,1.8801,2.5707,2.6962,2.236,1.4911,2.6533,0.4865,2.1411,2.108,1.7053,-0.5756,1.7053,0.6517,-2.9324,-2.9324,1.8722,-1.7809,0.2642,0.7407,1.5998,-1.3183,0.9642,0.4125,1.5316,0.0718,1.4494,0.9493,-0.1345,-3.3076,2.5804,0.9716,-3.458,-1.5522,-1.4305,1.7575,3.1781,0.2881,-3.0469,1.4547,-1.8314,-1.1172,2.5061,2.4439,1.8722,-3.3076,0.099,1.3397,-0.1665,1.3454,1.177,1.674,2.1013
ADRB3,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-4.6082,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,-6.5064,-5.5735,-9.9658,-9.9658,-5.0116,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658
AFDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFP,-9.9658,-2.1779,-1.9379,-1.7809,-9.9658,-9.9658,-9.9658,-2.8262,-9.9658,-4.2934,-1.5105,-9.9658,-5.0116,-3.1714,-1.8314,-9.9658,-9.9658,-3.6259,-9.9658,-0.5332,-0.3383,-1.6394,-4.6082,-9.9658,-1.1488,-9.9658,-3.1714,-2.8262,-2.5479,-0.8863,-1.7809,-9.9658,-4.2934,-9.9658,-9.9658,-2.2447,-9.9658,-4.6082,-2.9324,-9.9658,-9.9658,-9.9658,-0.3022,-9.9658,-3.3076,-3.3076,-0.0877,-2.4659,-9.9658,0.6145,-9.9658,-2.114,-9.9658,-0.3022,-9.9658,-9.9658,-1.685,-9.9658,-9.9658,-9.9658,-2.4659,-1.3921
AGAP2,-0.6643,-2.3884,-1.5522,-0.5543,-0.4325,-0.7108,-2.3147,-2.0529,0.0014,0.517,-1.3548,-1.2142,-0.1345,-0.5125,-0.8339,-1.5105,-0.7834,-1.5105,-0.7588,-0.4131,0.1776,0.1776,-2.114,0.1519,-1.9942,-0.6416,-1.2828,-1.7322,-4.035,-1.5105,-1.3921,-1.6394,-1.0262,-0.5756,-1.1811,-1.6394,-0.8339,-0.4521,-0.8599,-0.8599,-1.0862,-1.7809,-1.1811,0.1519,-0.6643,-0.9406,-2.6349,-1.0559,-1.5951,0.3346,-0.4325,-0.394,-0.8863,-1.2142,-1.5522,-1.3183,-1.7322,-0.2671,0.1388,-1.2828,-1.3921,-0.5543
AGER,1.0983,-1.685,-2.1779,1.9034,-1.5951,-0.4521,-0.9686,-0.5125,0.8726,-0.2328,-1.3921,-0.1828,-1.685,-0.1665,0.099,-1.8314,-1.0862,-1.7322,0.099,-1.5105,-0.3022,-0.9132,-0.9132,-1.0862,0.517,-2.0529,0.03,-0.3383,-0.4719,-0.4921,0.9419,-0.8863,-1.9379,0.4552,-0.6193,-0.7346,-0.7834,-0.0277,0.4552,0.2029,0.0014,-0.5125,-1.1172,0.058,-0.5543,-0.1993,-0.3752,-0.3022,0.058,2.8117,0.517,-0.2328,0.4552,-0.3201,0.1124,0.4447,-1.8836,-0.3201,-0.3752,-1.5522,-0.4325,-0.9132
AGRP,-3.6259,-3.3076,-5.5735,-1.9942,-1.6394,-3.6259,-1.7809,-2.6349,-4.035,-3.0469,-3.816,-0.5125,-5.5735,-2.6349,-4.2934,-9.9658,-3.816,-3.6259,-9.9658,-2.4659,-4.035,-3.0469,-2.1779,-0.4719,2.9109,-4.2934,1.1382,-1.685,-3.816,-3.3076,-0.1187,-1.3183,-4.2934,-4.2934,-4.6082,-4.6082,-4.6082,-3.816,-3.458,-4.6082,-9.9658,-0.2671,-9.9658,-1.2828,-5.5735,-3.816,-1.6394,0.058,-4.6082,-9.9658,-0.5973,-3.816,-2.8262,-3.0469,-1.9942,-4.6082,-5.0116,-3.1714,-2.4659,-2.5479,-2.6349,-1.4305
AGT,-0.0574,-2.7274,-2.5479,-1.2481,-2.1779,-0.3383,-3.816,-1.6394,-0.6193,2.1606,-0.5543,-1.4305,-0.3566,-2.3884,0.4865,-2.3147,0.5955,-3.1714,-1.0862,0.6332,-0.0425,-0.3752,-0.2845,-0.7346,-2.4659,-2.5479,-1.8314,-1.685,-5.5735,0.2277,-4.2934,-0.8339,1.0007,-0.5125,-0.4921,0.8647,-0.3566,-2.7274,-0.5973,-0.3022,-1.7809,-2.114,-0.8339,-0.1993,0.7493,-0.5756,-1.8836,-2.9324,-0.3752,3.6589,1.1382,-2.3884,-0.7834,1.7702,-2.6349,-0.0425,-3.0469,0.3231,-1.1172,0.346,-0.4131,-0.7346
AGTR1,0.3573,-1.1172,1.3791,0.8164,-0.8339,-0.4325,-0.9971,-2.4659,-0.1665,1.3225,-2.9324,-1.4699,-0.3752,-0.5973,-3.3076,-1.9379,-1.3921,-3.816,-0.2845,1.5612,-0.2845,0.6425,-1.3921,-0.5125,-0.0425,1.1897,0.1257,-1.1811,-1.7809,0.4447,0.8327,-2.0529,-2.0529,3.0199,2.167,-2.2447,-0.3752,-2.5479,-3.1714,-0.5125,-1.4699,1.4808,1.2023,-0.8339,-2.4659,-4.035,-0.5125,1.8363,-2.2447,3.2389,-0.5125,0.679,-1.9942,-1.0862,0.7321,-0.6643,1.4859,0.4447,-0.4131,-2.8262,-1.2481,-0.0725
AIFM2,3.2796,3.2737,3.1311,2.6738,3.1939,2.7636,2.8076,3.1062,3.453,2.4701,3.4061,2.8641,3.1572,3.0234,3.0723,3.868,2.7636,3.4102,3.3032,1.9302,3.1162,2.8838,2.8321,3.7072,3.1212,2.5585,3.6207,2.9167,2.6418,3.4713,3.1278,3.1924,2.8158,3.091,2.4465,3.1637,3.1523,3.5473,1.6785,2.694,3.011,3.6006,3.1327,3.5149,3.4971,2.8096,3.5161,3.5174,3.4371,2.9747,2.8897,3.3993,3.2065,3.3535,2.6371,2.6873,3.2929,3.1491,3.5523,3.836,3.1129,3.0654
AIM2,-9.9658,-5.5735,-3.816,-3.6259,-6.5064,-1.1172,-9.9658,-3.816,-2.2447,-0.6193,-2.114,-4.2934,-1.5951,-5.5735,-4.6082,-3.458,-3.1714,-4.6082,-3.1714,-4.035,-3.458,-9.9658,-4.6082,-6.5064,-2.7274,-9.9658,-2.3147,-6.5064,-5.5735,-5.5735,-2.8262,-3.6259,-5.5735,-9.9658,-4.2934,-0.7588,-3.816,-1.2828,2.0979,-2.2447,-3.6259,-5.5735,-3.1714,-2.7274,-2.0529,-4.2934,-3.6259,-0.0877,-2.5479,2.8199,-1.685,-6.5064,-2.3147,-3.3076,-5.0116,-2.2447,-4.6082,-2.9324,-2.2447,-3.458,-4.2934,-4.6082
AJUBA,0.3907,1.1706,-1.7809,-3.0469,-0.1504,0.099,1.0007,0.4233,-0.2159,0.3907,0.6239,0.4761,-1.2142,1.1447,0.1648,0.346,0.4761,-1.5522,0.8647,-0.3566,2.0535,-0.5756,1.3735,-0.013,1.4547,0.0718,2.043,3.5657,0.4016,-1.2481,1.412,0.5271,-0.4719,2.108,1.2696,0.2881,-0.2671,2.6715,4.4887,1.4441,0.8164,-0.0425,1.6558,-0.5973,0.4967,0.8164,1.5115,1.4065,0.1519,1.0779,1.934,0.1519,0.0854,0.1519,-0.6643,3.027,-0.7834,1.8242,2.0111,0.5271,0.8883,0.6699
AKT1,6.8975,6.6455,5.5018,5.6801,6.1699,6.5168,6.8742,6.0762,6.1477,6.2048,6.5262,6.4077,6.7345,6.5517,6.3009,4.7022,6.4522,6.6193,6.2672,6.3825,5.3302,6.3268,7.001,6.6339,5.4809,6.5157,6.0,6.6017,6.1793,5.822,5.9407,6.5793,6.7681,6.2572,7.4574,6.302,7.0737,6.7764,5.6574,6.6275,6.4516,6.9335,6.9776,6.6854,6.6104,6.2946,6.3628,5.6775,5.445,6.5024,6.1601,6.273,5.9616,6.6865,6.0529,7.197,6.0451,7.0124,6.8026,6.754,5.8997,6.7121
AKT1S1,4.6697,3.8218,4.0171,4.1384,4.7714,4.562,3.7603,4.6736,4.6294,3.9041,4.4324,4.468,4.281,4.9007,4.6871,4.1852,4.3017,3.7794,4.4932,3.8983,4.2877,4.47,4.8329,4.018,4.7242,4.3263,4.5436,4.2669,4.4496,4.5856,5.6203,4.3611,2.9765,5.1551,3.7529,4.4074,3.9673,4.2803,4.9951,4.5255,4.2877,4.1579,4.5324,4.1612,4.5856,4.5522,4.6525,4.4556,3.7857,6.6578,4.0242,4.1923,4.5838,4.3807,3.5935,3.4277,4.6798,3.6089,5.0104,4.0645,4.3653,4.576
AKT2,6.7524,6.9607,5.3082,4.2929,6.5354,6.6358,6.7152,7.0965,6.884,6.029,6.9057,6.546,6.4445,6.7596,6.9832,6.7463,7.2157,5.6971,6.5706,5.8768,5.6982,6.7534,7.5049,5.6713,6.1075,6.7063,6.7349,6.6558,6.4057,5.498,6.8647,6.8052,5.9966,5.6679,6.3376,7.4453,6.2056,6.0367,5.2157,7.3736,6.5226,6.6134,6.5759,5.6364,7.0688,6.7079,5.6744,6.4606,6.2338,4.3371,5.8931,6.9325,6.6899,6.4002,5.0579,5.9153,6.2046,5.3388,6.3728,5.845,5.951,6.5529
AKT3,2.4779,3.7335,1.9073,1.105,0.7916,2.6715,3.5149,1.8957,3.345,3.0859,2.8974,2.5828,1.9859,3.0774,2.4171,1.8524,2.7951,4.0807,2.0535,2.5707,3.3731,1.6281,1.9188,2.5585,-0.6643,3.0056,0.7832,3.5086,1.7229,2.0844,-0.0277,2.5163,3.1011,3.5449,3.0893,2.9802,2.8361,1.9264,4.839,0.2762,3.2374,1.0222,4.8866,2.1247,3.0688,3.4251,3.0825,1.412,2.5683,2.2931,2.3251,3.1637,2.5756,1.3225,1.2992,3.5742,3.3221,2.6395,2.8076,1.7786,2.9507,3.4264
ALDOA,10.9829,11.0949,10.501,10.5722,11.9738,10.8852,11.1336,11.3765,11.4465,10.2231,11.07,11.1328,10.6553,11.2593,11.1492,11.552,10.9135,11.8334,11.2685,10.5084,10.3051,11.104,10.9718,11.4273,10.2757,10.9671,10.2724,10.4348,10.8003,11.2531,11.0537,11.3238,10.5613,11.4849,11.0696,10.5488,10.8969,10.9441,9.2213,11.3916,10.9523,10.8971,10.8302,11.4078,11.1584,11.4658,11.156,10.1902,10.4613,10.9297,10.5969,10.9897,10.9589,10.8989,10.6919,10.7623,11.4082,10.71,11.6036,11.9469,10.771,11.1925
ALDOB,2.1213,4.4713,0.605,2.3135,-5.5735,2.7205,-4.6082,-1.1811,3.7291,-2.2447,2.2543,1.7273,-3.6259,-4.2934,1.6281,-0.4719,1.4494,0.679,1.6695,1.692,2.6067,-1.0559,1.9034,-5.5735,-6.5064,1.3956,-4.6082,-5.0116,-5.5735,-6.5064,-0.9132,-4.6082,-3.458,-2.8262,-9.9658,-3.458,-2.4659,0.5568,-5.5735,-4.6082,-6.5064,-9.9658,-3.3076,0.5666,0.346,-2.8262,-3.1714,-5.5735,0.9568,-1.8836,1.8524,1.3901,-3.816,-0.1504,-1.7322,-0.7108,0.2277,-0.9686,-3.458,-2.1779,0.5069,0.4125
ALDOC,2.9262,4.9855,-2.114,0.9642,3.6451,2.3019,2.3732,2.0183,5.4323,1.4011,3.0498,4.2001,2.4883,-0.1187,2.2513,1.1641,2.299,6.0011,2.676,1.0363,2.1313,1.2333,2.7847,1.9638,-0.3752,3.5547,-0.7834,1.6512,2.8321,2.7889,-0.1504,2.3366,1.8957,4.2906,3.3003,1.949,1.2209,1.2516,-0.1031,5.0854,1.7575,2.7379,3.728,4.0532,3.1556,4.9635,1.3956,-0.5543,1.4065,5.3345,1.2455,1.9712,-0.2498,3.3633,0.9419,0.4125,2.0638,1.5064,3.1344,3.5411,2.5437,3.5827
AMH,-2.0529,-3.6259,-4.035,0.434,1.1706,-0.3383,-2.9324,0.8883,-1.4699,-0.394,0.0718,2.0742,1.4652,0.547,1.7273,1.1382,-2.3884,0.3685,0.8408,-5.5735,-2.7274,1.0007,-1.8314,-0.2671,0.4552,1.0079,-4.2934,-1.5105,2.5585,-0.4921,-0.4521,1.1706,-6.5064,1.105,-3.816,-1.6394,-1.6394,-3.1714,-1.2481,3.5694,-3.816,-0.6416,-2.0529,0.7407,0.0718,1.9859,2.328,-4.6082,-2.5479,2.9224,-1.685,-0.7834,2.1894,-1.7809,-1.8314,-4.2934,-2.9324,-0.6873,-0.013,-1.3921,0.2029,-0.9406
AMHR2,-9.9658,-5.5735,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-2.3884,-9.9658,-9.9658,-6.5064,-6.5064,-5.5735,-2.8262,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-5.5735,-4.6082,-1.1172,-9.9658,-9.9658,-5.0116,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-2.9324,-6.5064,-5.5735,-4.035
AMOT,2.299,4.2803,0.0158,-1.7809,-1.1488,2.8482,3.38,1.3567,2.3843,3.0842,1.9415,2.4035,2.7551,2.5683,1.5806,3.0428,2.5011,2.982,-0.2845,2.8462,2.8562,2.7657,1.9931,1.5806,2.167,2.9052,2.651,3.2572,1.949,-0.4325,3.136,2.1766,2.5948,2.7826,4.66,2.2813,3.154,1.1117,-0.0877,2.8974,2.1766,1.4652,2.2872,1.4808,1.4174,2.791,3.3105,3.0234,0.7146,-1.6394,1.766,2.2019,0.8647,1.1706,0.7579,4.0549,1.4547,3.0163,1.9188,1.0503,1.334,2.7401
