gene_name,TCGA-A5-A1OH-01,TCGA-A5-A2K3-01,TCGA-A5-A2K4-01,TCGA-A5-A2K5-01,TCGA-A5-A2K7-01,TCGA-A5-A3LO-01,TCGA-A5-A3LP-01,TCGA-AJ-A23N-01,TCGA-AJ-A2QM-01,TCGA-AJ-A3BD-01,TCGA-AJ-A3BF-01,TCGA-AJ-A3BH-01,TCGA-AJ-A3BK-01,TCGA-AJ-A3EK-01,TCGA-AJ-A3NG-01,TCGA-AJ-A3OJ-01,TCGA-AJ-A3OK-01,TCGA-AJ-A3OL-01,TCGA-AJ-A3TW-01,TCGA-AX-A2HH-01,TCGA-AX-A3FS-01,TCGA-AX-A3FT-01,TCGA-AX-A3FV-01,TCGA-AX-A3FW-01,TCGA-AX-A3FX-01,TCGA-AX-A3FZ-01,TCGA-AX-A3G4-01,TCGA-AX-A3G8-01,TCGA-AX-A3G9-01,TCGA-AX-A3GI-01,TCGA-B5-A0JN-01,TCGA-B5-A0K9-01,TCGA-B5-A1MS-01,TCGA-B5-A1MW-01,TCGA-B5-A3FA-01,TCGA-B5-A3FB-01,TCGA-B5-A3FC-01,TCGA-B5-A3FD-01,TCGA-B5-A3FH-01,TCGA-B5-A3S1-01,TCGA-BG-A0MK-01,TCGA-BG-A3EW-01,TCGA-BG-A3PP-01,TCGA-BK-A0CA-01,TCGA-BK-A0CC-01,TCGA-BK-A139-01,TCGA-BK-A13B-01,TCGA-BK-A26L-01,TCGA-BS-A0V4-01,TCGA-BS-A0V7-01,TCGA-D1-A2G0-01,TCGA-D1-A3DA-01,TCGA-D1-A3DG-01,TCGA-D1-A3DH-01,TCGA-D1-A3JQ-01,TCGA-DF-A2KN-01,TCGA-DF-A2KU-01,TCGA-DF-A2KV-01,TCGA-DF-A2KZ-01,TCGA-DF-A2L0-01,TCGA-DI-A1BU-01,TCGA-DI-A2QT-01,TCGA-DI-A2QY-01,TCGA-E6-A2P8-01,TCGA-E6-A2P9-01,TCGA-EO-A1Y7-01,TCGA-EO-A22U-01,TCGA-EO-A22X-01,TCGA-EO-A22Y-01,TCGA-EO-A3AU-01,TCGA-EO-A3AV-01,TCGA-EO-A3AY-01,TCGA-EO-A3AZ-01,TCGA-EO-A3B0-01,TCGA-EO-A3B1-01,TCGA-EO-A3KU-01,TCGA-EO-A3KW-01,TCGA-EO-A3KX-01,TCGA-EO-A3L0-01,TCGA-EY-A1GL-01,TCGA-EY-A1GO-01,TCGA-EY-A1GP-01,TCGA-EY-A1GX-01,TCGA-EY-A210-01,TCGA-EY-A2ON-01,TCGA-EY-A2OO-01,TCGA-EY-A2OP-01,TCGA-EY-A2OQ-01,TCGA-EY-A3L3-01,TCGA-EY-A3QX-01,TCGA-FI-A2EY-01,TCGA-FI-A3PX-01,TCGA-H5-A2HR-01,TCGA-K6-A3WQ-01,TCGA-KP-A3VZ-01,TCGA-KP-A3W0-01,TCGA-KP-A3W1-01,TCGA-KP-A3W3-01,TCGA-KP-A3W4-01
ACVR1B,3.4277,2.0638,4.6832,2.8137,2.328,3.0808,2.667,3.1701,3.865,3.1261,4.6242,4.2987,2.6067,3.2481,4.0653,3.1011,3.7518,3.4451,3.3017,3.7539,2.5924,4.5129,3.2127,3.6578,2.7993,2.362,3.5047,0.8488,2.694,4.5079,3.3717,3.1179,4.1261,4.4377,2.9966,3.6703,1.9822,3.8033,3.7061,3.9156,3.652,3.5374,3.6555,3.16848896219,4.17521444065,2.66697975514,2.7951,3.67085983897,1.3567,1.3791,4.034,3.0376,3.4344,2.9839,3.6816,2.9839,2.945,3.0757,2.9893,0.8488,3.0927,4.843,3.1045,3.2481,2.7826,3.4251,3.4331,2.5363,3.5584,3.027,3.002,1.4388,0.537,4.0082,2.9469,4.3356,3.2811,3.5136,3.2496,3.3307,4.6358,4.3477,4.1923,3.6089,5.0505,3.6382,3.4398,4.3119,4.2758,4.1261,3.9645,3.8136,1.3283,3.616,4.3992,2.9948,4.6065,3.0481,3.8177
ACVR1C,-1.3921,-3.6259,-1.3183,-9.9658,-5.5735,-3.3076,-4.6082,-4.035,-0.9132,-6.5064,-3.0469,-2.6349,-3.0469,-4.6082,-0.8084,-4.035,-5.5735,-3.816,-5.5735,-3.1714,-5.0116,-5.5735,-4.6082,-5.0116,-3.1714,-5.0116,-3.816,-4.035,-2.9324,-1.5105,-6.5064,-3.1714,-5.0116,-2.6349,-4.035,-6.5064,-3.458,-3.816,-3.1714,-4.2934,-5.0116,-3.0469,-2.7274,-2.9323864519,0.138809948787,-0.795830679385,-4.6082,-1.88367016782,-9.9658,-5.5735,-4.2934,-4.6082,-5.0116,-4.035,-3.816,-4.6082,-6.5064,-9.9658,-6.5064,-9.9658,-4.035,-6.5064,-9.9658,-3.0469,-5.5735,-3.816,-3.1714,-3.816,-3.816,-2.6349,-4.6082,-6.5064,-5.0116,-2.4659,-5.5735,-1.8836,-2.6349,-4.2934,-4.035,-4.6082,-3.816,-1.3921,-6.5064,-3.816,-3.0469,-3.0469,-0.6643,-4.6082,-3.1714,-2.8262,-9.9658,-0.5756,-9.9658,-5.0116,-1.8314,-6.5064,-5.5735,-5.5735,-3.458
ACVR2A,3.5971,0.5763,1.8078,0.605,2.1313,2.3394,2.3564,2.7784,1.9034,0.7058,2.4779,2.4117,1.0711,1.6374,2.7379,2.6895,1.4228,2.328,1.8918,3.1908,3.3235,1.5514,-0.4325,1.6604,0.9493,0.9419,2.8681,1.5415,3.5212,1.6785,3.3966,1.5806,3.0842,2.2452,2.4063,2.1378,1.4962,1.5165,1.595,2.2931,1.674,2.0147,2.9224,3.24351235453,3.82740172051,2.96549904561,0.7579,3.91272249105,-0.9406,0.7579,1.2992,2.6783,0.8961,2.4779,2.1476,1.2209,0.8647,1.0642,1.9034,-0.394,2.4359,1.692,2.0004,1.5465,1.9859,0.8327,1.5514,3.011,1.0293,2.3337,0.1903,-0.1504,0.7664,1.7273,1.9452,2.5924,2.5972,2.5536,1.4335,1.2992,1.934,3.2435,-0.0574,1.614,1.1641,3.38,2.081,1.3956,1.1577,1.1577,0.3115,2.8096,-0.6873,2.5511,2.753,2.3592,-0.3752,2.4985,2.3048
ACVR2B,2.3337,-0.0574,1.7009,-0.2159,0.2029,-0.013,0.0014,1.0915,1.2271,0.5069,0.6425,1.2516,0.7321,0.1648,1.7617,0.4865,-0.0725,1.1706,2.7763,1.6604,0.7493,0.2522,2.2175,0.1903,-0.5332,0.8408,0.346,0.605,0.3115,1.0711,0.6425,0.0854,1.9638,1.4065,0.5666,1.1512,0.2998,0.7146,0.688,1.1641,-0.1504,0.5955,0.4552,3.19315634914,3.30465638561,1.84636782619,-1.0262,3.08507197025,-0.1665,-0.4521,-1.3921,0.5859,1.7053,0.8164,1.0983,0.2881,1.3679,-0.3201,-0.8084,0.2277,0.7999,0.6969,1.5758,1.2636,0.547,0.2642,-0.1828,1.1833,0.8726,-0.4325,-0.0725,0.5955,0.6425,1.0293,0.9343,1.0642,0.346,0.9862,0.3573,0.0854,1.6875,0.1388,-0.3752,1.7617,0.3685,0.9191,0.4967,1.6281,0.2762,-0.1345,-0.8084,1.0079,0.9789,0.1776,2.3193,1.6875,-0.1993,0.2029,-0.0277
ADAM17,2.9071,-0.4521,4.3779,-0.8599,1.4011,3.5461,4.3562,4.7549,4.1547,0.9268,3.5875,4.2503,1.7316,3.2781,3.3703,2.9432,1.9638,3.1523,2.7379,4.2297,3.837,2.3019,2.0076,1.595,1.3167,3.1095,2.5487,-1.3548,1.2333,4.7997,3.7815,3.9327,3.9746,3.3897,3.2587,2.6873,1.8918,0.9191,2.8076,3.5461,2.2175,3.2405,3.2856,4.04841649482,4.69885488937,4.67728778868,1.7009,5.20577198975,-1.685,-1.0862,1.9149,3.0145,2.874,3.6042,3.5827,2.6487,0.0158,0.9038,1.0222,-2.8262,2.233,1.7273,0.9935,3.1079,2.7249,0.7146,2.6371,3.2511,2.6533,3.3393,1.7954,-1.0559,-0.9132,2.7931,4.1978,4.3299,3.8501,2.9655,2.4649,2.3592,2.6278,3.2049,1.4652,1.6045,3.5706,3.2496,3.1955,4.594,3.421,2.7657,0.8246,3.9636,-0.7834,3.0515,3.9589,3.6793,3.1129,2.0254,3.7475
ADCY1,1.1512,-0.8863,-1.9379,3.7237,-2.5479,1.105,0.0718,-0.9686,1.1833,-3.0469,-0.8863,-2.8262,-1.5522,-2.6349,0.0014,-1.685,3.3911,-1.3183,-4.2934,-1.0559,-2.9324,-3.1714,3.0723,1.0079,0.9568,5.0917,3.0808,-3.1714,-4.035,0.2642,0.4016,-1.685,-0.3566,0.9191,-0.5973,-1.0559,5.0764,3.6486,-2.7274,-2.1779,3.1079,-1.4699,2.4279,-0.533245786043,-1.96578709059,1.73595912069,-4.6082,1.42007245872,-6.5064,-1.6394,0.1776,-2.4659,1.1316,-0.0425,-1.5522,-1.7809,3.4971,-3.0469,-3.816,1.4911,-3.458,-2.7274,-3.1714,-0.1828,-2.0529,5.3327,5.1672,2.4701,4.588,-2.1779,-1.5522,-4.6082,-2.3884,3.6905,-2.9324,-0.6873,-3.816,-0.9971,0.3115,-0.9406,-3.816,1.7185,-3.6259,1.2934,-3.0469,-0.7588,-1.7322,0.8488,-0.013,-0.6193,-3.3076,-0.9686,-0.7346,-2.4659,-1.5951,-0.0725,-5.0116,0.099,-1.9379
ADCY10,-4.2934,-2.2447,-4.035,-4.2934,-5.5735,-3.3076,-9.9658,-5.0116,-2.3884,-9.9658,-4.2934,-3.816,-2.8262,-6.5064,-5.5735,-4.2934,-2.5479,-5.5735,-9.9658,-6.5064,-2.8262,-3.816,-3.3076,-3.816,-2.4659,-6.5064,-2.9324,-4.2934,-6.5064,-6.5064,-3.458,-3.0469,-3.458,-6.5064,-3.816,-5.5735,-3.1714,-4.035,-3.3076,-5.5735,-2.6349,-4.035,-3.458,-2.38837607466,-1.66197424798,-1.02619948925,-2.5479,-3.81600457548,-9.9658,-0.0574,-0.9971,-4.6082,-3.816,-5.0116,-3.816,-2.8262,-1.4699,-1.7809,-4.6082,-9.9658,-1.1172,-2.8262,-9.9658,-4.035,-3.0469,-2.2447,-9.9658,-9.9658,-1.9942,-3.458,-9.9658,-4.6082,-9.9658,-5.0116,-5.5735,-4.2934,-3.0469,-3.458,-2.3884,-9.9658,-6.5064,-3.816,-3.816,-6.5064,-6.5064,-5.5735,-9.9658,-4.6082,-5.5735,-6.5064,-3.1714,-4.2934,-5.0116,-3.458,-3.816,-9.9658,-4.2934,-4.2934,-3.1714
ADCY2,2.5061,-3.1714,-0.9406,-3.0469,-2.0529,-0.5125,-9.9658,0.099,-3.6259,-2.2447,1.4547,-0.9406,-1.9379,-1.1172,-2.0529,-1.8836,-1.5951,-1.685,-5.0116,-6.5064,-2.5479,-4.2934,-5.0116,-4.2934,-2.8262,-2.9324,0.1388,-6.5064,-2.8262,-6.5064,-2.7274,-1.9942,-4.035,-3.458,-1.2142,1.6466,-1.5951,-2.2447,0.4447,-2.7274,-2.0529,-3.816,-2.3884,-3.71784413003,-2.98846631081,-1.68501520396,-3.1714,-1.46995262867,-1.9942,0.8082,-3.816,-3.816,1.7786,-0.5756,-1.0862,-1.9942,-3.816,-5.0116,-3.6259,-3.6259,-2.4659,-4.2934,-4.6082,-1.0559,-1.1172,2.4544,-1.2142,-3.1714,-1.1811,-1.9379,-2.7274,-2.1779,-2.5479,-1.1488,-3.1714,-3.0469,-4.6082,-2.2447,-1.9379,-1.7809,-2.5479,-0.1345,-9.9658,-1.9942,-5.5735,-3.0469,-6.5064,0.24,-3.816,0.537,-6.5064,-3.6259,-5.0116,-0.4325,-2.7274,-1.5951,-2.8262,-2.6349,-0.7834
ADCY3,3.8471,4.0001,5.3129,2.7763,3.5694,3.0305,4.8445,3.3745,3.9318,4.0462,3.7475,3.7006,4.5778,3.5436,3.6894,2.409,3.3492,4.2243,4.7077,2.9319,5.5189,3.1939,4.4829,1.8524,3.3549,5.1993,4.905,-1.5105,3.4318,4.1153,3.3966,4.5123,3.9327,3.5596,2.971,3.3745,4.197,4.0287,1.9822,3.6393,3.6691,2.3048,3.6646,3.28557364067,2.94975549019,3.37236043097,2.9507,4.23386246843,-0.1187,2.3366,2.791,1.8762,5.3016,3.4648,4.0782,3.7345,1.1577,2.8301,2.6208,1.1577,3.5424,5.4803,3.5337,3.6089,2.5561,2.876,2.561,2.982,2.328,3.2065,4.7688,2.5561,3.3017,3.027,3.8944,4.131,2.8877,2.7183,3.3134,3.8729,3.4129,5.5641,3.9819,5.2525,3.9051,2.6348,3.2481,4.6708,3.0393,4.8395,2.7508,4.1506,2.5011,3.2973,4.1684,4.1343,3.6872,3.9242,3.3464
ADCY4,2.9544,0.7407,1.816,0.2642,1.9377,0.9419,1.3397,1.1833,2.7051,1.7009,1.4859,0.7579,4.0558,0.5069,1.7229,0.0014,2.236,0.7233,2.4063,0.3907,-0.1187,1.614,1.8036,0.517,3.7678,0.2277,3.1095,0.4657,0.9268,0.1257,0.0158,1.6512,1.4652,0.058,-0.3383,0.0718,1.9822,1.4441,0.8164,-0.0574,2.6325,0.8082,-0.0574,1.06075049489,0.252145534682,0.58112112381,0.5955,0.470904603199,2.6715,4.6065,-0.013,0.0014,1.105,0.7493,1.4652,1.9149,0.5568,1.3397,2.043,-0.1031,1.6875,0.6332,3.3235,1.7702,0.547,-0.0425,0.3796,1.3901,1.9034,0.7999,0.8961,0.1257,1.9895,0.4016,1.7185,1.6045,1.3051,0.24,0.9038,-0.4521,0.9493,2.6647,0.7321,1.4756,1.1833,2.4727,1.0847,-0.6643,0.2154,0.8164,2.183,0.4447,0.058,1.5013,1.1897,1.8078,1.816,3.8126,1.7185
ADCY5,1.9859,0.7407,0.4967,-1.3921,1.9188,-1.1488,-0.8084,1.0433,-1.5105,1.7954,3.9393,3.3105,0.0854,1.4756,-0.7588,1.7141,0.5955,-1.9942,-1.6394,1.9931,-0.4521,-0.9686,-2.114,2.3536,-0.4521,-0.2671,2.036,1.8078,-1.8314,3.2885,1.5115,3.1844,2.376,0.7058,2.6783,1.125,1.0222,-0.0574,-0.7346,-0.0277,0.8327,2.0325,-0.3383,0.795792750221,3.83451632489,0.433990483467,-1.1172,0.576246982021,1.196,0.2998,1.5115,2.2391,2.2051,3.0654,0.9935,2.4675,3.6816,3.1971,0.7058,-0.8339,-0.1345,0.6332,0.688,-0.1828,-0.9971,-2.6349,-1.0862,0.547,1.177,0.2522,3.3966,1.0151,-0.7588,2.651,1.177,1.766,2.7161,1.4441,0.9935,-0.1504,2.5585,0.679,3.6916,-1.5951,2.2693,2.7357,-0.5756,2.824,3.7291,3.772,2.0776,0.6608,1.2209,-0.1187,3.29,0.7058,3.0056,1.2815,1.0983
ADCY6,3.2722,1.7141,4.5015,3.2034,3.1079,2.9109,3.453,3.991,4.9213,3.831,3.1162,4.3723,2.7636,3.9099,3.7877,3.0568,3.4197,4.3371,2.4306,4.0242,3.5851,4.2669,3.1892,3.9965,3.8866,3.5791,3.3856,1.6695,3.2781,3.6006,4.0375,4.0153,4.3299,4.061,3.9829,2.826,3.3061,3.6289,2.9637,4.1899,3.755,3.9524,2.971,3.83047988697,4.56015476862,2.59241926806,4.4149,3.87195760616,1.6466,2.2573,3.4464,2.9052,5.1922,3.2065,3.6006,3.7709,2.1509,3.7678,2.5996,1.3679,4.4977,4.439,3.6195,3.5669,3.9012,2.3451,2.5634,3.421,3.0842,3.6301,4.2243,2.9674,1.2875,3.6242,2.982,3.2959,2.9784,4.0401,2.6185,3.506,3.66,3.1311,3.8075,3.0163,2.96,4.5161,2.8462,3.1112,4.0064,3.7857,2.5658,3.6555,2.1734,3.402,3.2328,2.685,2.7784,1.7053,3.2143
ADCY7,1.1833,0.8805,2.7007,0.517,1.5563,-0.3383,1.0007,2.4597,0.1257,1.3511,2.2391,3.3745,1.8078,3.3105,2.3048,1.4228,1.949,1.6964,1.1641,1.3956,2.7763,2.7095,-0.1828,1.1117,1.8879,2.1313,1.412,-0.6416,0.8883,2.5338,1.6281,2.8502,2.0254,3.1717,1.4228,1.7316,2.3732,0.9038,1.4388,1.5316,2.1957,0.7748,2.233,3.6502848435,1.68299094832,2.87990438474,-0.9686,3.15961995888,0.537,2.7993,1.7954,0.4761,0.1776,1.3846,0.5568,2.3816,2.1147,0.4865,0.346,1.4011,1.9712,0.8327,-0.013,2.6138,3.162,1.3956,1.4281,0.5271,3.2944,2.4571,1.1833,1.1512,2.4332,1.9073,1.7912,1.5064,0.8327,2.5852,0.9935,-1.8314,1.1184,2.8462,0.9038,1.1512,1.9226,1.7273,3.7259,0.8568,-0.7588,1.0847,0.1648,1.8801,1.1382,0.679,-0.4521,2.9729,2.1957,0.7058,1.0363
ADCY8,2.6043,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,0.1124,-5.5735,-9.9658,-4.035,-6.5064,-9.9658,-9.9658,-9.9658,-1.9942,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-5.0116,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-5.5735,-1.6394,-9.9658,-4.035,-9.9658,-9.9658,-3.1714,-9.9658,-6.5064,-4.7958228525,-9.9658,-3.30759482128,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,0.03,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-4.2934,-5.5735,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-2.9324,-9.9658,-5.5735,-5.5735,-9.9658,-9.9658,-4.6082
ADCY9,0.8408,1.2271,1.5612,-2.3147,0.1257,0.8164,2.299,1.6187,0.4233,1.0151,0.7832,2.1702,-1.7322,-0.6193,0.8246,0.2522,1.3225,0.0718,0.9038,-2.6349,0.434,0.9789,1.4911,-1.5105,3.9599,0.0854,2.2144,-4.2934,-3.1714,0.6517,1.2934,1.7097,1.0503,-1.5951,0.4016,2.3564,1.7995,0.3231,1.0222,-1.7322,-0.013,0.9268,0.679,-0.15041127898,0.832731996213,2.30627381363,-1.9942,1.77439666316,-1.2142,1.3846,1.8242,-2.7274,1.7489,-0.2328,1.1706,1.8643,-2.3884,-2.7274,-1.4305,-0.6643,0.9191,1.3567,-0.0725,0.5763,-1.0559,2.1345,1.2023,-0.9406,-0.6193,-0.9406,1.3623,1.1447,0.3115,-0.9686,1.0847,1.0151,1.5366,-1.685,1.177,-0.7108,-0.7108,1.4065,-2.1779,0.7916,2.2268,0.9268,-3.1714,1.2209,-0.4719,0.9343,-0.5756,1.0151,-0.7108,-0.3022,-1.3921,1.3454,1.5854,1.4281,0.9038
ADCYAP1,-0.3022,-2.9324,-2.3147,-9.9658,-9.9658,-4.6082,-3.6259,-9.9658,-3.3076,-9.9658,-3.3076,-6.5064,-5.5735,-6.5064,3.1011,-3.3076,-1.5951,-9.9658,-6.5064,-9.9658,-2.8262,-9.9658,-1.9942,-9.9658,-4.035,-9.9658,-1.8314,-3.0469,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-4.035,-1.5105,-9.9658,-4.2934,-9.9658,-4.035,-5.01154203784,-2.31472529973,-1.88363451332,-9.9658,-3.9213484797,-9.9658,-9.9658,-5.5735,-4.2934,5.2601,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.3383,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-5.5735,-4.6082,-6.5064,-6.5064,-9.9658,-6.5064,-4.2934,-2.9324,-5.5735,-5.0116,-6.5064,-3.3076,-9.9658,-5.0116,-9.9658,-3.816,-5.5735,-5.0116,-6.5064,-9.9658,-4.6082,-4.2934,-9.9658,-9.9658,-1.0559,-5.5735,-9.9658,-3.816,-6.5064,-6.5064,-5.0116
ADCYAP1R1,0.7579,-9.9658,-4.035,-2.114,-6.5064,-1.6394,-0.9971,-3.1714,-2.5479,-1.2481,-0.4921,0.6608,2.6984,-4.6082,1.2576,1.0363,-0.3022,-5.0116,-5.5735,-4.035,1.7403,-2.114,-5.0116,-2.1779,0.7916,-1.8836,-1.4699,1.7141,-6.5064,4.6933,-2.5479,-4.2934,2.4279,1.5216,-2.7274,1.5013,4.7099,2.5061,4.3597,-2.3884,3.1844,3.4543,-0.1187,4.13062173008,-2.59075649237,2.49590818723,-4.2934,0.0370149749046,-2.1779,1.1382,-1.8836,3.7028,-0.8863,-5.0116,1.196,1.9188,-9.9658,-1.7809,-4.035,1.0079,-3.816,-4.2934,2.2421,-4.2934,-0.1031,-1.4305,-4.2934,-4.035,4.554,-0.9132,-5.0116,0.0158,-9.9658,-6.5064,-2.2447,-1.3183,4.0892,-0.2498,1.4281,-2.7274,0.1776,-0.4921,-3.3076,-0.1187,-6.5064,0.6699,-5.5735,2.5756,-0.8863,-0.3566,-5.0116,-1.4699,1.0007,-2.7274,-1.3183,2.1114,-5.5735,2.3251,-0.7834
ADGRB1,2.6556,-0.1187,-3.3076,-2.9324,-3.816,-5.5735,2.7357,-2.9324,1.2333,-0.4131,-0.8863,2.8819,2.328,-3.3076,-1.2828,-3.3076,-0.9406,0.6699,-2.7274,-4.6082,3.9974,2.6418,2.3479,-5.5735,-0.7834,2.4883,-0.3566,-1.4305,-5.0116,-3.458,-3.458,-0.0877,-1.9379,1.1117,-1.7322,-4.6082,-0.8863,-0.9132,-3.458,-5.0116,-2.9324,-1.4305,-3.458,-5.26538513648,-3.23786489054,-4.2933860282,-2.4659,-1.83134883937,-3.6259,1.683,1.9786,-4.6082,1.1117,0.0014,-5.0116,-1.6394,-0.5543,-6.5064,-0.9971,-9.9658,-1.9379,-2.4659,-4.2934,-0.3566,-3.6259,-1.7322,-2.114,-3.0469,-2.114,-3.458,-1.8836,-0.8599,-1.9942,-2.4659,-4.6082,-0.6416,-2.9324,-4.035,-2.2447,-0.1504,-2.3884,-0.8339,-3.0469,-0.0277,-1.8836,2.1345,-4.035,-2.2447,-2.9324,-5.0116,-3.816,-2.3147,0.03,-0.8084,-3.458,-0.8084,-2.114,-2.4659,-4.035
ADIPOQ,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-7.380866483,-5.57343572457,-3.30754044758,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658
ADIPOR1,5.7233,5.076,5.693,4.7426,4.9127,5.8458,5.8773,5.3385,5.3827,4.9383,5.5094,5.7926,4.5886,5.6442,5.978,5.5192,5.7874,5.6843,5.9432,6.4006,5.374,5.2308,6.5069,5.4725,5.014,6.3794,5.4522,6.031,6.0987,5.8748,4.6508,6.7997,4.906,5.4323,6.3402,5.5641,5.9771,5.4922,6.6547,5.3834,5.9642,6.1934,5.4647,5.26496750069,5.23732948419,5.97750992051,7.1617,5.03630401119,4.6742,3.652,5.0414,6.4043,5.7871,5.5684,5.6696,5.9871,5.1478,5.0475,6.1008,4.0278,5.6142,5.0934,4.9746,5.4108,6.2417,5.8253,5.7716,6.6579,6.0061,6.2544,5.0197,3.944,4.4463,5.4751,4.9199,5.9274,6.4948,5.9727,5.2381,6.3118,6.3388,6.8034,6.4606,5.3381,5.6183,6.3789,6.357,5.7442,5.954,5.6725,3.5009,5.2567,4.5565,5.6124,6.0536,5.5738,4.8263,5.972,5.6473
ADIPOR2,4.3306,3.0323,3.5411,3.4304,3.3192,4.3548,4.222,3.9346,3.6509,3.9185,3.3993,4.1111,3.1344,4.2258,4.2189,3.9847,3.6804,4.0593,4.2616,4.5324,4.096,3.7061,5.3216,3.5935,3.4945,5.2828,3.7335,3.3464,3.831,4.6882,4.2676,3.9515,3.4543,4.5047,4.1907,3.6816,4.3024,3.9213,3.7773,4.2165,3.4464,3.9327,3.8876,4.15425685468,4.43502950658,4.37129310146,3.3647,4.46569081587,2.2482,2.5511,4.3213,3.8531,4.3569,4.4932,4.1086,4.2593,3.5791,3.5262,3.3221,3.3925,3.8876,3.4451,3.162,4.3576,3.4556,3.8064,4.8146,3.7888,3.716,4.2847,4.1954,2.4465,2.5924,4.3463,5.5883,4.3723,4.0636,4.1732,4.2788,4.0943,4.6387,4.579,4.251,4.131,3.5779,4.0506,3.5535,4.1563,4.3119,4.4977,3.6066,4.3674,3.3521,3.616,4.5485,3.6172,4.0748,3.3393,3.506
ADORA1,2.9893,-0.5973,0.9493,0.044,2.3816,0.0158,4.3285,1.125,1.7786,0.7579,1.1897,3.002,-2.4659,1.334,-0.2328,3.1409,-0.1993,0.7058,1.1641,0.6699,-1.5522,1.595,1.125,-1.5951,-1.9942,3.9412,-0.2845,0.8568,-2.5479,0.2642,-0.2159,1.8722,0.7748,-0.5125,5.2149,-0.6643,-2.2447,-0.4719,-0.6643,2.4883,-0.5973,1.2085,-1.5105,-1.1329134831,1.58303294158,-1.68505643209,-0.9132,0.836701384461,3.4143,-0.1031,0.2522,3.5224,2.1047,2.6185,1.7912,0.547,-0.7588,0.2998,2.9338,-2.6349,2.7379,0.7407,0.0854,0.605,0.2762,-2.2447,-1.3921,1.6187,-1.4305,2.1541,3.417,-0.3383,4.9074,-0.0425,1.2875,1.9786,1.7273,1.6649,-0.9971,0.058,1.1382,0.8647,1.4652,2.3926,-0.2328,3.8126,3.0671,0.0158,-0.1993,2.824,-1.5105,0.6332,2.1988,2.2452,0.7579,1.6558,-1.1811,2.1411,0.6332
ADORA2A,1.8879,3.6714,0.3346,0.517,0.03,-0.9686,1.0983,-0.1345,-0.8599,0.7832,0.2881,0.8082,1.1382,1.3511,0.1388,0.4552,1.125,-0.9971,1.0007,-0.3022,-0.1187,1.6604,3.8208,-0.4719,0.7058,-0.3383,0.5763,0.9716,-1.2142,0.6608,-0.5756,0.6332,-0.8863,-0.7588,0.5859,0.1776,1.4335,0.4967,1.2934,-0.1187,1.0573,-0.5125,0.8164,-0.687350786916,0.628549969661,-0.0276848145793,0.0718,0.0717971972866,1.1117,3.0515,1.1897,0.7916,0.9642,-0.4521,0.4552,1.4065,2.0569,1.0573,0.8164,-0.1345,2.0289,-0.4719,0.9343,1.766,0.8568,0.2029,0.346,0.605,0.0158,0.5763,1.8323,1.3109,2.1378,1.4388,1.5266,-0.1828,-0.1187,0.1257,-0.3201,0.4552,-0.1031,2.5238,0.4125,0.9642,0.4016,2.3251,0.1776,-1.0262,-0.0574,2.05,-0.7108,-0.2159,-0.1031,-0.1187,-0.394,0.0718,1.1447,-0.0574,0.2154
