gene_name,TCGA-OR-A5J2-01,TCGA-OR-A5J3-01,TCGA-OR-A5J6-01,TCGA-OR-A5J7-01,TCGA-OR-A5J8-01,TCGA-OR-A5J9-01,TCGA-OR-A5JA-01,TCGA-OR-A5JP-01,TCGA-OR-A5JR-01,TCGA-OR-A5JS-01,TCGA-OR-A5JT-01,TCGA-OR-A5JV-01,TCGA-OR-A5JW-01,TCGA-OR-A5JY-01,TCGA-OR-A5JZ-01,TCGA-OR-A5K0-01,TCGA-OR-A5K1-01,TCGA-OR-A5K3-01,TCGA-OR-A5K4-01,TCGA-OR-A5K5-01,TCGA-OR-A5K6-01,TCGA-OR-A5K8-01,TCGA-OR-A5KO-01,TCGA-OR-A5KU-01,TCGA-OR-A5KW-01,TCGA-OR-A5KX-01,TCGA-OR-A5KY-01,TCGA-OR-A5KZ-01,TCGA-OR-A5LD-01,TCGA-OR-A5LG-01,TCGA-OR-A5LH-01,TCGA-OR-A5LJ-01,TCGA-OR-A5LK-01,TCGA-OR-A5LL-01,TCGA-OR-A5LM-01,TCGA-OR-A5LN-01,TCGA-OR-A5LO-01,TCGA-OR-A5LP-01,TCGA-OR-A5LS-01,TCGA-OR-A5LT-01,TCGA-OU-A5PI-01,TCGA-PA-A5YG-01,TCGA-PK-A5H8-01,TCGA-PK-A5H9-01,TCGA-PK-A5HA-01
ADRA2C,1.3167,1.3623,-1.0862,4.7533,-1.8314,1.46,1.9264,6.4234,-2.1779,2.2019,-2.8262,-2.3884,1.0642,3.3731,-3.816,-2.3147,-1.3548,-2.9324,0.3231,6.1422,3.1813,0.434,1.6695,2.3337,0.7832,-4.2934,0.8883,-4.035,1.9786,0.0718,1.4808,2.9469,-1.4305,-2.1779,-0.2845,-1.5522,-0.0277,-0.7588,1.3567,-1.2142,2.1444,-0.5125,-1.2142,-1.6394,1.0847
ADRB1,-6.5064,-5.5735,-1.7322,-6.5064,-4.035,-5.5735,-2.9324,-3.816,-6.5064,-6.5064,-4.035,-6.5064,-5.0116,-2.114,-5.0116,-9.9658,-5.5735,-5.5735,-3.816,-3.1714,-4.035,-9.9658,-5.0116,-6.5064,-5.0116,-6.5064,-4.6082,-5.5735,-5.0116,-4.2934,-1.6394,-6.5064,-2.8262,-5.5735,-2.7274,-4.2934,-3.3076,-4.035,-1.3183,-9.9658,-4.035,-3.816,-1.8836,-5.0116,-9.9658
ADRB2,-4.2934,-3.816,0.0854,-3.0469,-1.0262,-4.2934,-6.5064,-5.0116,-2.5479,-4.6082,-2.1779,-1.9942,-3.0469,-3.458,-3.6259,-0.1187,-3.458,-5.5735,-3.6259,-3.6259,-2.9324,-4.035,-4.6082,-3.816,-4.2934,-4.2934,-2.6349,-3.816,-9.9658,-3.458,-2.7274,-4.6082,-0.7108,-5.5735,-3.6259,-2.7274,-6.5064,-1.9379,-1.9379,-3.6259,-1.2828,-0.5543,-3.1714,-2.7274,-2.8262
ADRB3,-6.5064,0.8726,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-6.5064,-4.2934,-2.9324,-9.9658,-6.5064,-2.8262,-5.0116,-9.9658,-9.9658,-9.9658,-3.0469,-3.816,-2.114,-4.035,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.6349,-5.5735,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-5.5735
AFDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFP,-2.3147,0.2277,-9.9658,-9.9658,2.8096,-3.458,-4.2934,1.5854,-2.6349,-1.3548,-9.9658,1.3454,-2.1779,4.1036,-4.2934,-9.9658,-9.9658,-9.9658,-0.8339,-1.5951,0.4233,-0.9132,-9.9658,9.0442,-6.5064,-9.9658,-3.816,-2.6349,-9.9658,-9.9658,0.5955,-9.9658,0.8647,-2.1779,-1.0862,-0.394,-2.3147,3.8719,-2.1779,1.8484,0.4761,0.547,-9.9658,2.3592,-9.9658
AGAP2,-1.685,-0.5756,-0.8599,-0.6193,2.236,-0.4521,0.1648,-0.3201,-1.3548,-2.114,-2.2447,-0.6643,-1.6394,-1.0862,-0.7108,-1.7809,-1.685,-2.5479,-0.4521,-0.6193,-0.6873,-2.5479,-1.0862,-1.7809,-1.9942,-1.4699,-0.6643,-0.5973,-2.0529,-2.2447,1.6604,-0.8863,-0.8599,-2.9324,-1.2481,-2.1779,-0.2159,-0.5543,-2.1779,-3.458,-1.9942,-0.5973,-0.1828,-2.2447,-1.6394
AGER,-0.4921,1.0983,0.7664,1.1184,1.4335,0.8488,1.7995,1.1117,-0.4719,1.3679,-0.8339,0.0158,1.5165,1.4808,-0.1187,2.0844,0.7493,-1.1488,0.434,2.7117,1.46,0.2277,1.8242,2.5137,0.2998,2.3592,1.8484,2.4857,4.1236,1.9601,-0.3752,2.1988,-0.0877,1.2756,1.3167,1.2085,0.6608,-0.4521,1.7185,2.4359,0.8883,-0.3752,2.0289,1.5563,0.2154
AGRP,3.2959,10.2485,7.2932,6.4512,-9.9658,3.011,6.3064,6.5379,2.2753,7.1196,2.8482,6.5255,5.6736,4.018,2.9338,5.8687,3.6042,-0.5125,5.9514,5.996,9.9523,8.4703,8.5916,2.0844,7.2303,5.1756,5.6241,2.7572,7.2487,6.6149,5.9752,8.2958,-1.2142,7.8949,5.2657,1.4962,2.6395,1.7744,6.2091,1.4494,7.1906,0.4016,6.195,2.2543,2.2753
AGT,3.5851,4.0383,6.6265,0.2642,4.0046,0.6969,2.6624,2.236,4.5723,0.8082,5.2638,4.5305,0.2762,5.9305,3.7571,5.6311,2.0004,3.8136,5.6747,1.1577,4.2503,0.6425,2.7636,2.4805,3.1733,0.9343,1.4174,3.2389,1.7097,2.945,2.3193,3.5349,2.8034,4.1812,3.0127,1.9712,-0.0574,2.4805,-6.5064,3.1765,0.9419,4.5528,1.2271,6.3602,1.1382
AGTR1,5.9616,5.2627,0.044,0.8488,1.8524,6.8361,-0.7588,4.1128,3.6463,1.9931,2.8974,2.3898,4.1019,1.6093,2.8622,-3.6259,1.0779,0.605,1.9034,6.2178,4.3321,4.9444,3.907,5.964,3.1458,5.073,3.5863,4.585,4.429,1.1577,2.2206,4.4263,0.6608,1.4065,2.5163,0.7321,-3.0469,3.2677,4.9256,5.1211,5.1664,4.6195,2.5163,3.1955,-4.6082
AIFM2,4.6668,2.108,3.8749,5.5198,0.4967,3.9673,2.651,4.3313,2.4035,4.7121,2.3222,0.8647,3.7149,-1.5522,2.6624,-0.7588,2.4332,2.5828,3.2662,4.7474,3.3163,3.906,2.3164,2.7292,4.1587,3.2587,5.2103,2.8897,2.8381,4.2987,3.242,4.7777,0.679,4.4128,4.2366,1.787,4.6491,2.5707,4.8939,1.2576,4.3039,1.7912,2.8502,2.4386,0.3115
AIM2,-6.5064,-2.0529,-5.5735,-9.9658,2.6962,-9.9658,-4.2934,-4.6082,-4.2934,-4.6082,-4.2934,-0.1345,-3.458,-0.5973,-1.8314,-3.6259,-4.2934,-2.1779,-3.0469,-5.0116,-3.3076,-4.2934,-9.9658,-2.3147,-9.9658,-5.0116,-4.035,-2.7274,-9.9658,-3.6259,-2.3884,-2.6349,-0.6873,-2.9324,-5.0116,-1.0262,-2.4659,-2.1779,-2.2447,-1.5951,-5.5735,-1.7322,-2.7274,-4.2934,-2.8262
AJUBA,1.683,1.7185,-0.0725,1.412,1.3454,2.1378,2.5188,2.1574,1.9712,-1.0862,0.7058,0.2522,1.6695,0.8164,3.8983,2.376,3.2112,0.2154,1.7316,1.412,2.1213,1.8363,2.9052,1.1897,1.4808,1.7273,0.2277,1.7009,-0.3566,2.0004,0.4233,1.177,0.0718,1.4962,1.5806,-1.4305,1.7912,0.7999,0.4016,0.6425,2.578,0.9419,2.7117,3.6827,0.044
AKT1,5.9743,7.4086,4.3133,5.1052,6.1954,6.3813,5.5775,7.1236,6.2989,6.044,6.2042,5.5687,6.8595,4.8294,6.3049,7.2358,5.6077,4.0901,6.5521,4.905,6.2246,5.0255,6.6062,5.7066,6.6491,6.8633,5.0273,5.6837,6.3,5.8182,6.0711,5.3937,4.8125,6.0657,3.9617,4.9663,5.2358,5.9807,6.8899,5.8518,6.7266,5.9917,4.9496,5.9901,4.8958
AKT1S1,4.4881,5.6038,6.1297,6.6143,6.1158,6.2976,5.5509,5.9203,4.3256,5.4719,4.0858,3.7486,5.2917,4.9093,3.9261,5.2976,4.3449,4.6628,4.8161,5.7942,5.696,5.0268,5.2653,5.4503,6.6855,5.3431,6.8649,5.2668,5.9364,5.4559,4.7565,5.2161,3.6771,5.2369,5.0532,4.2327,5.3719,4.9769,5.7645,5.0614,5.4084,4.9928,5.0553,4.835,4.2855
AKT2,6.247,6.3958,5.8174,7.1719,4.865,7.5768,5.9644,6.3196,5.4047,5.7522,4.8992,5.5361,6.2323,5.9579,4.7318,5.3688,4.4006,4.6747,5.855,5.3999,5.4967,4.9122,6.2112,5.295,4.9598,6.0631,6.8248,6.0828,4.2586,5.2075,5.5662,5.7738,4.0816,5.3716,4.6439,3.7269,6.6544,6.0995,6.5118,5.1788,6.7904,5.9778,5.6534,6.981,5.1855
AKT3,2.59,1.1184,1.5806,0.1388,2.9128,3.6657,0.6332,3.3017,2.3649,2.3732,2.3193,2.6533,2.7007,3.1294,2.1476,1.5316,1.9822,1.2576,1.6327,3.6054,1.8242,1.5514,1.7446,2.9375,0.9419,-0.3566,1.674,1.5514,-1.685,1.6374,2.5828,2.1638,1.2333,4.0549,1.5709,1.5064,3.4264,2.4597,2.9637,2.0912,2.4831,2.5487,1.4704,3.6254,1.412
ALDOA,9.0091,11.2798,9.8085,9.9056,10.741,10.0475,11.4663,10.6515,11.478,10.8954,11.9871,11.1614,10.6731,10.0371,12.2322,10.5612,11.3346,11.0632,11.7371,11.9503,10.6433,10.2827,10.8242,11.7456,11.5665,9.5557,11.1856,10.6046,9.8479,10.7621,10.2729,9.0693,9.9066,9.803,11.9698,9.8233,10.8386,11.3786,10.2309,11.0714,11.0613,10.9702,11.4784,9.5896,10.9247
ALDOB,1.5661,5.6398,-0.0425,2.5437,-6.5064,-0.2159,4.3082,2.5061,-0.6643,-0.1504,-1.5951,-0.2671,2.6302,0.2881,0.2881,-0.1993,-3.3076,-0.8863,0.6332,-2.8262,-0.2498,0.9789,1.1706,0.8488,1.0847,0.5955,5.281,-0.3566,-4.6082,-2.2447,1.9377,3.6994,-0.8339,1.2815,2.9948,0.9862,0.9343,-2.3147,2.1345,0.03,2.7742,-1.6394,1.0779,11.7572,0.1124
ALDOC,4.096,8.674,5.8407,6.6809,-0.1187,6.5215,7.7972,6.1723,5.4536,6.1587,5.6364,6.4751,6.1453,8.0917,5.8009,7.8857,5.8692,6.3454,6.2687,7.9606,7.839,5.9723,5.3122,7.4923,8.1628,5.2676,8.1273,6.853,3.4061,6.6113,7.284,5.341,3.2205,6.7772,7.7766,4.4608,7.0892,4.14,5.0879,7.4787,9.0922,4.9621,5.4053,0.9115,3.906
AMH,-0.9686,3.906,0.5955,3.3221,2.2082,3.1955,4.1244,-1.2828,-0.7108,2.9281,-1.0262,0.8726,0.1776,2.2051,-0.9406,2.8779,0.1648,-1.8836,0.3685,4.306,1.105,0.3231,1.6785,2.8522,2.8014,3.8983,2.6138,2.9375,1.7185,-5.5735,-1.1811,-1.9942,0.7493,-0.4521,3.0944,-2.9324,3.8095,-3.6259,4.2639,4.4764,1.5316,-6.5064,3.2647,0.8082,1.5415
AMHR2,3.0791,4.4067,6.1695,6.1773,-2.0529,7.2798,6.8196,4.7274,6.742,6.8179,8.0348,7.7076,4.9279,7.5382,7.0248,4.2781,8.0038,6.7286,8.0336,5.7809,6.5998,5.1293,4.2001,4.3765,6.7781,6.5384,6.0885,7.2124,4.6159,7.366,7.4595,4.7751,5.2312,5.0614,7.703,5.4948,3.5875,5.2836,3.2466,3.668,6.0266,6.1416,7.8697,4.5802,5.3941
AMOT,1.7185,0.4761,-4.2934,0.1648,-0.1504,1.177,-1.1811,-1.3183,-0.1187,0.099,0.2277,0.2154,0.2762,1.105,-0.8863,3.6737,-1.6394,-1.685,-0.8863,-1.4699,0.2762,-1.685,-0.394,2.4727,-0.3383,-2.114,0.099,-2.6349,-3.6259,-2.5479,0.2029,2.9929,-0.5973,-1.3183,-2.114,-3.816,-1.0262,0.4865,1.6695,1.2023,0.4657,0.5271,-3.816,1.5013,-2.2447
ANAPC5,6.3649,6.3245,5.8089,6.3261,6.7195,6.2219,6.5612,5.8994,6.2631,6.4572,6.0687,5.6413,5.9896,6.2365,6.1653,6.3997,6.2436,5.3608,6.6688,6.5802,5.9626,5.4916,5.5441,6.1254,6.3771,6.4593,6.4829,6.7453,6.2238,6.4637,6.6515,5.5327,5.1297,5.7258,6.0847,4.905,5.9251,5.8719,6.1926,5.8289,6.1695,5.7814,6.5354,5.6317,5.62
ANGPT1,0.517,0.6239,0.7233,-1.3183,0.346,-0.5756,-0.5125,0.7058,1.0503,-0.9406,2.1147,-1.1488,-0.1345,2.3479,-0.9686,-4.6082,1.2085,-2.2447,-0.0725,0.5069,-0.9132,-1.3548,-1.1811,-0.0574,-0.013,0.0854,-0.7588,-0.3752,-4.2934,-1.3548,-0.1665,-2.4659,-0.6873,1.0779,-1.8836,-1.1811,-1.1488,-0.0277,-1.1488,1.0847,-0.1828,2.0638,-2.7274,1.766,-0.9132
ANGPT2,3.1637,3.2127,-0.2159,3.0252,2.2872,4.5632,2.4649,1.7995,0.679,1.0007,1.0642,2.2268,3.4048,4.2297,2.4439,1.4065,1.8722,2.8562,1.0711,1.6281,2.6348,0.5859,1.674,2.7117,2.2753,3.3047,2.5112,3.8116,1.7316,0.9493,1.7489,1.8564,2.0878,-1.5951,2.8542,1.9968,2.5413,1.6964,1.177,2.118,1.8918,0.0718,2.7401,-0.1828,3.1327
ANGPT4,-5.5735,-1.9942,-4.6082,-2.4659,-3.3076,-3.0469,-5.0116,-5.5735,-4.2934,-4.2934,-6.5064,-5.5735,-3.816,-5.5735,-9.9658,-6.5064,-6.5064,-6.5064,-4.6082,-9.9658,-5.5735,-3.3076,-4.2934,-9.9658,-4.6082,-9.9658,-2.9324,-2.4659,-5.0116,-4.035,-2.3147,-5.0116,-3.3076,-3.816,-2.9324,-5.5735,-9.9658,-2.1779,-5.0116,-5.5735,-5.0116,-9.9658,-4.6082,-2.5479,-9.9658
ANGPTL4,3.1294,4.7431,2.1702,-0.1828,7.2978,0.605,5.4516,3.866,-1.1811,1.9264,0.4967,0.605,1.0503,3.8147,2.0604,0.3907,-0.2498,4.9919,-0.1504,5.4709,2.3193,1.2209,2.2543,5.4906,4.3435,3.0498,2.8681,4.5342,2.7889,2.4518,0.3346,3.0825,-1.2828,2.3592,3.9892,-0.1828,4.3053,1.7316,0.4233,1.3791,0.0158,-0.9132,2.3019,0.5859,1.0573
AOX1,2.4544,7.1558,6.1725,7.384,1.9452,2.6302,1.766,7.4371,6.6981,5.926,3.7496,4.4496,7.386,2.4144,7.0267,7.0116,5.3765,3.6312,3.9412,5.7121,6.0306,4.4169,6.1502,6.0275,4.8172,5.6871,4.4203,3.7898,3.1844,6.0457,5.5053,3.6759,4.0198,8.3104,4.6651,4.8505,4.3883,6.8839,5.7506,6.2379,6.7369,6.7962,4.6821,3.3647,4.6451
APAF1,1.6093,2.2753,1.2333,1.7316,2.93,1.3397,2.4544,2.4225,1.8918,2.0289,2.0111,2.6556,1.9895,1.6558,3.335,1.4281,2.6302,2.4198,3.8269,0.9568,1.5266,1.4911,2.128,2.727,3.0481,3.1011,2.1766,3.2752,0.3115,1.5064,2.0912,2.2019,1.5612,1.3051,3.0163,0.8246,2.7742,1.6512,2.4144,2.3308,1.736,1.5998,3.3814,1.674,1.7954
APBB1IP,-1.2142,-1.7322,1.7786,-1.7809,2.8341,-1.5105,-0.9686,-1.5105,0.6239,-1.8314,-1.2828,3.6219,1.4335,0.2522,0.7748,-1.9942,-0.9686,0.547,-1.685,-1.2481,0.537,-0.7588,-1.9942,-1.9942,-2.114,-1.4699,1.8282,-1.2481,-2.7274,1.1897,-0.3201,-0.3201,2.3337,-1.9942,-0.8599,1.4547,-3.6259,1.9302,-1.5105,-0.1993,0.3685,1.5612,0.7493,-0.4719,0.6969
APC,3.1765,1.4388,1.6649,2.4117,0.6239,2.4171,2.1638,1.6964,3.245,5.4496,2.6693,2.9747,3.8218,2.667,2.9544,0.9115,2.4857,1.8879,3.3293,1.7053,1.2815,2.296,2.8034,2.2019,2.7183,0.9568,2.4035,1.2085,-0.0277,0.7321,2.3164,1.6045,1.2209,3.2112,2.3337,1.2636,2.6019,3.3206,3.3745,1.9968,3.6883,2.5707,2.5087,2.5263,1.5758
APC2,-3.816,-1.4699,-5.5735,-3.0469,-0.9406,0.9789,-2.1779,-2.1779,-3.6259,-4.2934,-3.458,-5.5735,-2.3147,-4.035,-4.6082,-2.6349,-5.0116,-5.5735,-5.0116,-2.6349,-2.8262,-3.816,-4.035,-3.816,-2.7274,-3.458,-1.8314,-3.458,-1.3183,-5.5735,-4.2934,-5.0116,-3.3076,-2.7274,-3.0469,-5.5735,-0.3383,-5.0116,-2.5479,-4.2934,-3.816,-6.5064,-2.5479,-2.9324,-3.3076
APH1A,7.2985,5.5323,6.3526,7.0375,6.825,6.2263,6.5685,5.9461,6.0672,6.314,6.3507,6.9032,5.7358,6.5197,6.0566,7.3732,5.9468,5.4125,6.971,7.3214,6.5529,4.842,5.7632,5.9598,5.4667,6.733,5.8245,6.8576,5.2111,6.1711,6.5219,5.682,5.2173,7.7957,5.4748,5.2373,5.5668,6.1875,5.4562,6.1194,5.9291,6.2455,6.2325,6.5062,6.7612
APH1B,3.8054,2.9948,3.8033,3.4569,2.9319,2.7742,2.6161,1.1833,3.4596,3.3979,3.6405,3.9543,4.3349,2.7847,3.5559,2.9692,3.2143,2.6208,4.2009,4.0287,3.3952,2.6161,2.8137,3.8239,3.9041,3.0944,2.6278,2.6693,2.081,3.0671,3.6827,2.9655,2.7161,2.6738,3.9892,2.9875,4.4509,3.9223,3.6961,2.5924,3.907,3.8033,3.4061,3.0533,2.8361
APLN,1.2394,6.6999,0.058,1.6187,2.5238,2.3251,1.6466,1.6327,2.2237,0.3685,0.9493,-0.7588,2.167,4.0875,2.694,3.6939,2.3106,1.0642,2.1313,2.9765,1.8201,0.2642,4.6838,1.3109,4.6183,3.0446,0.4552,3.2405,1.4441,-0.1187,1.1897,1.2023,1.6093,1.787,0.03,-0.5973,1.7489,-0.013,1.2516,-0.0574,1.2934,0.7493,0.044,0.3115,0.4657
APLNR,1.736,-1.2828,0.4233,2.0111,3.0092,1.1512,0.547,1.3901,2.3843,1.196,1.8484,1.5514,1.125,-9.9658,1.0007,-5.5735,2.909,-4.6082,0.6699,-6.5064,0.9343,1.1577,0.8647,-2.6349,-0.5756,0.1257,1.0293,2.0535,0.1257,0.434,0.8408,-0.0574,0.4447,-2.8262,-0.8863,-0.1031,-0.0277,2.0569,-2.3884,-2.8262,0.4967,3.5098,-1.4699,2.7465,2.6579
APOA1,3.0305,-1.1172,7.1577,1.4911,-2.4659,5.4536,-0.9132,9.1299,-3.458,-1.5522,-3.3076,-4.2934,-1.5951,6.9063,-4.6082,0.8883,-3.6259,-9.9658,-1.1488,6.2719,-1.0262,-2.7274,-2.8262,-1.7809,1.9111,8.5109,4.4149,4.1812,11.0006,-3.3076,2.7357,0.1124,-9.9658,-0.8599,-2.4659,-5.0116,-1.3921,-1.685,-0.2845,-1.3183,-1.8314,-5.5735,-3.458,-2.114,-5.5735
APOA2,-9.9658,-3.3076,-0.5973,-9.9658,-0.1345,-3.816,-3.3076,-9.9658,-9.9658,-3.6259,-9.9658,-3.0469,-9.9658,1.1641,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.9379,-9.9658,-9.9658,-2.8262,-9.9658,-9.9658,-2.8262,-3.1714,-9.9658,-2.7274,-9.9658,-5.5735,-9.9658,-5.5735,0.5069
APOA5,-6.5064,-6.5064,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
APOC3,-9.9658,-9.9658,0.3685,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-3.458,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-2.4659,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658
AQP7,-2.2447,-3.3076,2.7993,0.0854,-1.4305,-2.3884,-2.2447,-2.2447,-0.3022,-0.6416,0.1648,-5.5735,-1.685,-1.8836,-0.1993,-1.9379,-0.1345,-3.816,0.0854,-2.2447,-0.4719,-1.4699,-1.2828,-1.3548,-0.2671,-2.3884,-1.8836,-2.1779,-4.6082,-0.2671,-0.1345,0.4865,-1.2142,-0.1828,-4.035,-2.7274,-5.0116,-1.3183,1.9377,-3.0469,-0.6643,-0.8339,-0.2845,3.6301,-5.5735
ARAF,5.1926,5.3664,4.9654,4.2548,6.3966,4.8207,6.0319,4.5405,5.1186,5.2173,5.5681,5.4047,5.3961,5.5034,5.3747,5.5775,5.0653,5.1611,6.2838,5.4162,5.3615,4.7453,5.3313,5.824,5.1974,5.5568,4.588,5.0444,4.4615,5.8657,5.6907,5.5239,4.6815,5.0769,5.6311,4.7788,5.76,5.4043,5.5034,4.8822,5.8151,5.6077,5.7924,5.5787,5.2713
ARAP3,1.5709,0.2029,2.7227,1.5514,2.1509,2.0218,0.605,1.4756,4.3198,0.6332,1.196,1.1447,0.8883,0.1257,2.4571,-0.8339,2.4144,0.2762,1.4494,1.4011,0.3796,0.7579,2.4144,3.5212,0.517,1.0363,1.196,2.0183,1.0293,0.8082,2.3451,1.2085,3.3148,0.4865,1.7575,3.834,0.4447,3.3076,0.3231,2.8897,1.3567,2.7951,3.011,3.3979,3.7149
AREG,-0.2328,-1.8314,-1.0559,1.1447,4.0171,2.5658,0.1388,1.766,-1.5522,-1.0559,-0.9132,0.1648,-5.0116,1.8484,-1.9942,-4.2934,-3.458,-2.6349,-3.3076,0.099,0.9191,-2.8262,-3.1714,-3.458,-1.5105,-1.4305,-1.8314,0.1648,-9.9658,-5.0116,-0.1504,-3.458,-1.1172,-2.6349,-2.4659,-3.6259,-0.8339,-1.4305,-3.3076,-9.9658,-2.7274,0.1124,-0.5125,0.3573,-0.7346
ARF1,8.9508,7.8398,7.3415,8.1953,8.2924,8.2107,8.3422,9.1013,8.1931,8.4216,8.4409,8.5278,7.803,7.6755,8.2107,7.8643,8.3041,7.2049,8.6019,8.1507,8.3275,7.6368,7.9729,7.7421,7.8206,8.0486,8.1951,8.1576,7.525,8.2881,8.22,7.5394,7.3443,8.6446,7.7134,7.5293,7.6064,7.7237,8.5455,7.6669,7.8204,7.4665,7.8386,7.99,8.5788
ARF6,4.1498,5.0457,3.9318,4.0593,4.926,5.9155,5.0523,5.623,3.981,5.4611,4.0313,4.3292,5.3377,4.8329,4.5681,5.17,4.0436,3.1261,4.208,4.6685,4.8555,4.2609,5.8286,4.8263,4.208,5.1502,3.9318,5.1293,2.7095,5.1102,4.2518,3.8925,3.2692,5.4893,4.7608,2.9128,4.8734,4.2041,5.4016,3.644,5.0811,3.9356,5.1396,4.3862,4.4162
ARHGDIA,7.6589,7.0896,7.0664,8.0635,8.0682,7.6581,7.4625,8.4539,6.4358,6.3487,7.0914,7.0056,7.0368,7.4381,7.0783,7.5385,6.7899,6.2735,7.3654,7.9526,8.2053,6.2145,7.0168,8.1047,7.0509,7.3634,7.7273,7.3751,7.2953,6.5021,6.7753,6.7988,6.1709,7.3244,6.5521,5.8731,7.167,7.0838,7.0157,7.6901,7.2076,6.5437,6.7288,7.0052,7.443
ARHGDIB,4.9218,4.5305,5.1522,5.2188,7.8493,5.4303,5.5604,4.8846,5.383,3.8471,5.0786,6.9355,4.8017,5.4777,5.7279,3.3206,5.8751,5.1326,4.1579,4.1236,5.5802,5.0939,4.7491,4.0136,3.7898,5.2765,5.8433,5.7517,5.2646,5.8704,5.7879,4.5874,6.6644,4.2563,4.935,5.9043,4.1587,5.8425,4.0064,4.1684,4.7603,6.3306,5.5565,5.6668,6.3051
ARHGDIG,-5.0116,0.5666,-3.6259,-2.5479,-1.1172,0.8805,-2.9324,1.3956,-3.6259,-2.6349,-3.6259,-9.9658,-2.9324,-5.5735,-9.9658,-2.3884,-9.9658,-9.9658,-2.5479,0.7493,-1.9379,-3.816,-0.9971,-1.9942,-2.3147,-0.8339,-0.7834,-2.8262,0.4552,-1.1811,-4.6082,-0.5543,-9.9658,-9.9658,-2.3884,-9.9658,0.679,-5.5735,-0.7588,-4.2934,-0.7108,-4.035,-0.3566,-2.1779,-5.5735
ARHGEF12,5.0308,3.3952,2.874,3.9393,3.0428,4.366,3.2174,3.0637,3.8521,3.8085,3.7783,3.6301,3.8054,4.1604,3.7561,3.162,3.7105,2.7594,3.8521,3.1876,3.0092,2.5561,3.8591,3.1797,3.4856,3.4868,3.3938,3.74,3.2359,3.773,3.7877,3.4739,3.034,4.8978,2.8502,2.6579,3.0463,4.2142,3.7909,3.2236,3.7794,3.9874,3.4971,5.1506,3.6207
ARNT,4.1604,2.004,2.753,2.9052,3.6894,2.6043,2.2113,2.296,2.4359,3.0446,2.6895,3.3407,2.299,3.2677,3.1876,4.0189,2.4597,1.2756,3.074,3.3478,2.8137,1.3567,2.4805,2.0465,1.8722,3.5274,2.1213,2.9839,2.3394,3.0944,2.2573,1.692,1.6234,5.2091,1.8078,2.5828,2.0673,2.9319,1.1641,2.299,2.2513,2.7805,2.5112,4.2654,3.1195
ARRB1,1.6649,-0.0425,2.7721,2.0638,3.6838,1.1833,0.3573,1.334,1.4228,0.7493,0.4657,1.8801,1.2147,0.5666,0.7058,-0.9971,1.7532,-1.0862,1.4808,0.4016,0.9935,0.1124,-0.3201,0.3346,-0.4131,0.5271,0.2029,0.6969,-1.685,1.5612,2.8219,1.3791,1.1382,-0.5756,-0.5756,-0.3022,0.4552,1.8564,0.7664,-0.6643,2.3048,1.9895,0.2522,3.6148,1.8524
ARRB2,2.5804,3.0199,4.6623,3.4648,5.7629,1.7744,3.0376,3.0893,3.5124,2.0946,2.6232,5.4532,3.1442,2.9544,3.2096,4.421,2.9839,3.011,3.1797,2.3926,3.7752,2.7161,2.1378,2.4831,2.2299,4.2833,3.6578,3.4251,1.2696,3.8925,3.1228,3.8116,4.857,3.4856,2.578,3.7335,2.4805,3.9589,2.1509,4.2526,3.027,4.3965,3.7507,3.4264,4.6112
