gene_name,TCGA-N5-A4R8-01,TCGA-N5-A4RA-01,TCGA-N5-A4RD-01,TCGA-N5-A4RJ-01,TCGA-N5-A4RM-01,TCGA-N5-A4RN-01,TCGA-N5-A4RO-01,TCGA-N5-A4RS-01,TCGA-N5-A4RT-01,TCGA-N5-A4RV-01,TCGA-N5-A59E-01,TCGA-N5-A59F-01,TCGA-N6-A4V9-01,TCGA-N6-A4VC-01,TCGA-N6-A4VD-01,TCGA-N6-A4VE-01,TCGA-N7-A4Y0-01,TCGA-N7-A4Y5-01,TCGA-N7-A4Y8-01,TCGA-N7-A59B-01,TCGA-N8-A4PI-01,TCGA-N8-A4PL-01,TCGA-N8-A4PM-01,TCGA-N8-A4PN-01,TCGA-N8-A4PO-01,TCGA-N8-A4PP-01,TCGA-N8-A4PQ-01,TCGA-N8-A56S-01,TCGA-N9-A4PZ-01,TCGA-N9-A4Q1-01,TCGA-N9-A4Q3-01,TCGA-N9-A4Q4-01,TCGA-N9-A4Q7-01,TCGA-NA-A4QV-01,TCGA-NA-A4QW-01,TCGA-NA-A4QX-01,TCGA-NA-A4QY-01,TCGA-NA-A4R0-01,TCGA-NA-A4R1-01,TCGA-ND-A4W6-01,TCGA-ND-A4WA-01,TCGA-ND-A4WC-01,TCGA-ND-A4WF-01,TCGA-NF-A4X2-01,TCGA-NF-A5CP-01,TCGA-NG-A4VU-01,TCGA-NG-A4VW-01,TCGA-QN-A5NN-01
ADRA2A,1.1897,0.1903,2.0254,2.3222,-2.1779,3.7815,-2.8262,-1.5951,0.7664,-2.7274,-0.1504,3.9289,0.044,-0.6416,2.6738,5.23,-2.4659,1.1897,-1.6394,-2.5479,-2.3884,0.9343,2.2723,0.6608,2.3788,-2.6349,3.6771,1.9188,1.1833,0.0718,-0.7108,0.4552,0.1776,5.0273,-0.5332,1.8201,1.0007,1.787,-0.2159,0.7999,0.434,-1.9942,0.9038,-0.2159,1.8323,1.1447,3.8239,4.3392
ADRA2B,-0.8339,0.8568,0.5069,0.0854,-0.1345,1.2756,0.24,2.1247,-0.0277,0.24,-0.5973,0.8883,-1.2828,-1.3183,-1.2142,0.4657,-3.3076,-1.6394,0.1519,-3.0469,-0.9132,-0.9406,-1.5522,0.6517,2.1606,0.3907,-0.5973,0.2642,-0.9132,1.3454,0.0854,-0.8339,-1.8836,1.3846,0.5069,-0.1345,-1.4305,-0.7588,1.7273,-1.0862,0.7146,-3.816,-1.2481,-2.8262,-0.5125,-0.8863,-1.0559,-1.3183
ADRA2C,2.0844,3.5523,3.5621,1.9415,1.2815,0.6332,3.1344,5.8407,3.8778,0.4447,4.0225,4.4913,2.4063,3.1095,-0.7346,1.884,0.6239,4.0055,1.105,1.9034,4.0935,2.8858,2.4492,2.9469,0.8726,3.5766,2.6556,3.2722,1.3791,3.8249,2.1147,1.6374,1.2147,4.2189,2.4359,3.0723,-1.3921,0.7146,2.96,3.8218,3.4791,4.4263,2.826,-2.5479,0.5069,1.412,1.3623,1.7097
ADRB1,-2.3147,-3.816,-2.6349,-5.0116,-3.1714,-4.6082,-2.6349,-4.035,-1.6394,-3.1714,-0.6873,-2.2447,-4.035,-1.7322,-0.8339,-1.8836,-4.035,-3.3076,-6.5064,1.4808,-4.6082,-2.3884,-6.5064,-3.0469,-5.5735,-3.458,-2.6349,-3.6259,-0.8084,-0.3201,-0.4521,-2.9324,-6.5064,0.2154,-0.4325,-3.3076,-5.5735,-2.3884,-9.9658,-1.8836,-5.0116,-4.6082,-1.1172,0.8408,-0.9406,-3.458,2.2931,1.1577
ADRB2,-2.1779,-1.4305,-1.7322,-3.458,-6.5064,-4.035,-2.8262,-3.3076,-0.4325,-4.035,-2.114,-1.2142,-1.7322,-1.9942,1.0503,1.0503,-6.5064,-1.3921,-5.0116,-5.0116,-2.3884,-0.8339,-2.3884,-1.7809,-1.1811,-2.6349,0.3685,-0.8599,-2.3147,-3.3076,-1.5105,-1.9942,-2.3884,0.1519,0.1388,-0.8863,-2.1779,-1.4305,-3.6259,-1.5522,-2.4659,-3.816,-1.1172,-2.7274,-2.114,-1.685,-2.1779,-0.2328
ADRB3,-1.4305,-3.0469,-2.3884,0.4233,-1.4305,-3.458,-2.3147,-1.6394,-3.458,-9.9658,-2.6349,-1.8314,-6.5064,-9.9658,-5.0116,-5.0116,-6.5064,-1.2481,-4.2934,-9.9658,-4.6082,-4.6082,-3.3076,-1.5522,-4.2934,-4.6082,-3.6259,-2.7274,-5.0116,-3.0469,-3.0469,-3.816,-9.9658,-2.1779,-6.5064,-2.4659,-6.5064,-2.7274,-3.6259,-3.458,-5.0116,-5.5735,-3.1714,-4.6082,-6.5064,-2.8262,-3.6259,-5.5735
AFDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFP,-5.0116,-1.9379,-0.2845,7.04,-0.8599,-9.9658,-5.0116,-3.458,-1.7322,-4.6082,3.1145,-9.9658,-3.6259,-2.9324,-9.9658,-1.8836,-9.9658,-9.9658,-9.9658,-9.9658,0.9642,-0.394,-0.8084,-4.6082,-4.035,-3.3076,-5.0116,3.9079,-9.9658,-2.4659,-2.2447,-2.3147,-2.6349,-3.816,-3.1714,-9.9658,2.6019,-9.9658,-9.9658,-3.458,-3.816,-3.6259,0.5069,0.2277,-3.816,-2.6349,-9.9658,-4.6082
AGAP2,0.7748,0.099,3.091,0.03,1.5854,-1.0262,2.6348,-0.2328,0.4761,4.7361,2.8779,0.7999,-1.5522,-1.0862,0.1124,-0.1504,0.6608,0.7664,-1.9379,-1.3183,0.2029,0.5666,-0.3383,2.9857,-0.013,-0.8599,2.4279,0.3346,-1.5105,1.8918,0.547,2.0465,0.5859,-1.5522,2.4492,1.0222,-1.1811,0.4016,2.6783,2.0912,-1.0262,-0.7834,2.9319,-1.0862,-0.6416,-0.4921,-2.3884,-0.6643
AGER,1.334,3.0181,3.5022,2.0183,2.685,1.7828,2.9432,5.6924,1.5709,4.0782,5.2231,3.6382,1.0503,2.6067,1.7403,3.8441,2.7826,1.2394,2.6067,2.081,2.2633,2.3732,3.0515,3.1426,2.5263,2.9413,1.0079,2.1894,2.3816,3.7992,3.4622,2.8974,2.0946,1.9786,0.6425,1.0915,1.7053,2.3451,1.0503,1.3454,1.5165,2.1013,1.5465,0.517,0.9862,0.0014,0.1519,1.6649
AGRP,-9.9658,-5.0116,-5.0116,-2.1779,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-2.7274,-2.9324,-9.9658,-3.816,-9.9658,-4.035,-9.9658,-4.035,-9.9658,-5.0116,-9.9658,-2.6349,-9.9658,-9.9658,-3.816,-3.1714,-4.035,-9.9658,-9.9658,-2.2447,-5.0116,-5.0116,-4.6082,-5.0116,-5.0116,-9.9658,-9.9658,-4.6082,-3.816,-2.7274,-9.9658,-5.0116,-4.6082,-9.9658,-3.816,-9.9658,-3.6259,-9.9658,-3.816
AGT,4.842,7.895,4.3979,6.6421,3.8136,0.605,3.4034,1.3511,0.605,-1.2828,6.4358,0.4761,0.0854,0.6332,2.1957,1.105,-2.7274,4.4693,3.3535,0.6239,1.6045,3.027,0.5568,2.9747,1.196,5.0828,3.5473,4.3039,1.949,3.74,4.0688,3.9242,2.5213,2.5087,4.8455,5.3965,6.873,-0.6873,-0.6193,6.0262,-0.4325,3.4304,4.8885,3.3731,2.6895,7.4062,-0.1993,0.2277
AGTR1,-1.3548,-1.5522,-0.2845,1.7954,-0.9971,-0.9686,0.8488,-4.035,0.099,1.1512,-0.9132,0.8408,0.058,-3.1714,-0.4921,-1.5951,-5.5735,2.4544,-3.458,-5.5735,-0.3566,-0.7108,-1.3548,2.7551,-0.3566,3.1377,1.0503,1.9968,-0.8863,1.3225,-1.3921,-3.3076,-3.816,1.5709,-1.685,2.971,1.7532,-0.0725,-5.0116,0.058,-0.8599,2.0111,-0.1993,-4.2934,2.7422,3.8521,-2.4659,1.0503
AIFM2,2.1378,2.4675,3.0859,1.8683,3.3979,1.5366,0.03,3.4984,3.162,1.7828,1.787,2.7636,2.118,1.7097,3.2973,2.2693,4.5577,2.1047,0.9115,3.7877,3.8551,2.6984,0.7321,2.3704,1.9749,2.0218,1.7575,2.1957,1.0779,0.9268,1.4652,2.1988,2.5437,0.03,1.7786,2.8936,1.1641,3.2885,2.4908,1.4174,1.7141,1.2516,1.3511,2.8178,2.6693,2.2813,3.1908,2.8838
AIM2,-6.5064,-1.1488,-0.6873,-2.114,-2.9324,-1.8314,-2.0529,-2.2447,-1.4305,-9.9658,0.4016,-0.0277,-3.1714,1.7446,-1.3548,1.2992,1.3225,-2.6349,-6.5064,0.058,-1.5522,-1.5951,-3.6259,-0.2328,-1.7809,0.2029,-0.1031,-0.8599,1.5709,-3.1714,-2.2447,-2.9324,3.7919,-2.6349,-1.2828,-1.9379,-2.8262,-0.3201,0.537,1.5316,-3.0469,1.4174,-2.2447,3.5461,0.679,-5.5735,-4.6082,1.7702
AJUBA,3.0723,4.0109,3.1129,3.1685,1.6327,3.9468,3.2158,4.1376,1.6187,3.5136,3.0163,3.4739,3.9571,3.9645,3.8581,3.9251,2.5487,3.3336,1.7446,3.0481,2.8361,3.2692,3.9856,5.7366,4.9284,3.9829,3.9299,4.3876,3.5374,4.6065,3.1195,3.7006,2.4934,3.7072,5.5756,4.5687,4.5442,3.3787,3.7877,2.5338,3.7709,4.497,3.2915,3.0481,2.5731,3.6916,3.2065,3.3745
AKT1,5.6062,6.9769,6.6984,5.7509,5.8061,5.9329,5.6369,6.3916,6.2321,6.1987,5.8773,6.0839,6.5418,5.5928,6.3782,6.477,6.0451,5.7637,5.8917,6.2405,5.8445,5.8849,6.842,7.0065,5.745,5.8729,6.493,6.1944,5.3643,6.4092,5.848,6.1291,5.2947,6.0981,6.2304,6.0689,6.7674,5.9127,6.7099,5.3402,5.6035,5.7504,6.7811,6.718,6.3577,5.8682,6.4214,5.8701
AKT1S1,6.7203,5.0588,6.2928,6.37,5.8807,5.114,6.6883,6.3441,5.1839,4.8625,5.6522,5.8963,4.8535,4.7253,5.4313,5.978,5.195,5.5519,6.8359,6.0275,5.6619,6.1691,6.1414,4.9814,5.1351,5.9355,6.1928,5.8941,6.6651,5.0972,5.3865,6.1528,5.2438,5.393,5.1599,5.5604,5.6846,5.7198,5.079,6.0009,5.8965,5.061,5.5308,5.602,5.4967,5.0104,5.3882,6.0905
AKT2,7.4412,6.8755,5.0858,5.4489,5.7377,5.6571,5.3129,5.124,9.0617,5.0054,5.366,5.4397,5.9139,5.7079,5.8839,5.7877,4.7203,6.5555,5.5274,4.935,5.6427,6.9983,5.7428,6.3565,5.824,6.218,6.522,7.0007,6.1142,4.7496,5.4896,5.84,4.7709,7.7245,5.9033,7.8771,6.0683,7.0276,7.185,5.7716,6.8595,5.8074,5.5696,6.2296,5.8664,5.951,5.5126,5.6165
AKT3,1.0007,-1.9942,2.8994,-1.1488,-1.7809,0.1388,4.1294,2.409,3.5982,2.5288,2.6918,-1.0862,0.4125,1.5902,-0.5973,1.5758,5.0117,-1.7809,-4.2934,-2.5479,0.6699,2.8897,-1.1488,-0.5756,1.2934,-0.5543,0.3115,1.5563,4.0109,1.2394,-0.7346,-1.0559,3.1523,1.3225,0.4125,0.5069,-0.7834,2.2113,0.3573,0.547,-0.4131,0.4233,3.5249,0.4447,0.6332,0.1257,-0.8599,0.1388
ALDOA,10.4209,10.984,11.213,10.742,11.0082,9.2813,10.9522,10.5929,9.7258,11.3749,11.0157,9.8658,10.1242,10.8229,10.5139,10.0247,11.2379,10.0508,11.0102,10.424,10.9523,10.6697,11.097,9.675,9.2394,10.7241,9.2874,10.1354,9.9386,10.4354,9.6942,10.0787,10.3652,9.2669,12.2698,11.1123,8.9473,9.6106,11.3553,10.3444,9.6125,11.3601,10.7492,10.3508,9.9733,12.1273,10.0683,10.2824
ALDOB,-4.6082,-5.0116,2.6805,4.1923,-2.2447,-9.9658,-4.2934,-6.5064,-3.1714,-9.9658,-1.3183,-4.6082,-4.6082,-4.035,-5.0116,-1.1488,-3.0469,-5.5735,-5.0116,-3.816,-2.4659,-3.1714,-6.5064,-3.458,-4.6082,-9.9658,-5.5735,-3.3076,-2.6349,-5.5735,-5.0116,-4.2934,-2.7274,-5.0116,-5.5735,-3.816,3.2205,-4.2934,-4.6082,-6.5064,-5.0116,-5.0116,-4.6082,-6.5064,-3.1714,-5.0116,-3.6259,-5.0116
ALDOC,5.427,-1.4699,5.4578,3.5149,6.0665,3.6242,7.5518,4.9764,1.1184,5.6422,4.2571,4.1668,4.9203,3.0825,5.2079,3.9534,5.166,0.7407,5.9203,0.5763,6.379,5.359,4.4496,3.5337,3.4713,5.3699,0.7493,2.872,3.6883,2.9052,0.1124,4.6271,4.3758,4.7539,2.1862,3.867,-0.8863,2.7868,2.2019,3.8044,2.3451,6.0775,4.3031,4.2706,3.9856,0.1648,0.9716,3.2885
AMH,2.3981,-1.1811,4.0462,1.5758,2.128,-1.5951,1.9859,-1.685,-1.0862,1.4911,3.6207,-1.2828,-0.9406,1.683,1.7995,-2.3884,0.9568,-0.394,0.4125,-2.6349,-0.4131,-0.0725,1.1512,3.6703,-0.3752,-1.1488,1.7446,-0.6873,1.2271,-1.5522,0.2029,-0.0725,2.0111,-3.1714,-0.1031,-0.1187,-0.3383,3.0127,1.2934,0.0718,1.2696,3.0305,1.7532,3.8228,0.7999,1.5366,1.7489,-4.6082
AMHR2,-2.0529,-3.458,4.9012,1.8444,0.0158,-2.6349,-1.7322,-9.9658,-1.3548,-2.2447,1.3051,2.7636,-4.6082,-9.9658,-3.6259,-2.8262,-4.6082,-9.9658,0.1124,-5.0116,0.4016,-4.2934,-4.6082,-1.7809,-2.5479,2.5288,-4.035,-3.3076,-2.7274,-1.1811,-0.9132,-3.3076,-2.8262,-2.0529,-2.2447,-4.6082,-9.9658,-3.458,-9.9658,-3.3076,-1.1172,-9.9658,-3.3076,-5.0116,-4.2934,-4.2934,-3.458,-9.9658
AMOT,3.4583,0.2998,2.2753,2.8858,0.8164,2.1988,4.3834,1.0847,3.3336,0.5955,1.8957,1.7617,2.4386,3.6894,2.4908,3.4007,0.3907,1.0079,2.8055,1.2636,1.3567,2.3048,0.8805,3.8249,2.0147,2.6647,2.9205,2.9224,1.9149,1.9786,1.4652,0.8647,0.5568,2.7742,3.0723,2.874,3.3307,2.233,2.5413,0.5859,3.5887,3.2343,2.2513,3.7877,3.186,3.3549,2.236,1.2696
ANAPC5,6.6829,6.0115,5.6186,6.3248,5.6171,6.6981,6.1085,5.4983,6.5664,6.1683,6.1964,5.8652,5.6619,6.2928,6.2659,6.3797,6.6862,6.3329,5.4202,6.1054,6.0734,5.6473,6.3124,5.9658,7.1147,6.0938,6.1171,6.5601,6.5311,5.7404,5.6156,6.4709,7.1379,6.1322,5.4715,5.4595,5.5659,5.466,5.2449,6.1918,6.0488,6.1181,6.3975,6.6963,6.0348,5.5784,5.9577,5.877
ANGPT1,-1.1172,-1.7322,0.3346,1.7702,-0.0574,-1.9379,1.787,-0.4719,1.2516,-0.8084,1.6234,-1.2828,1.8643,-2.3884,-0.0574,-0.8863,-0.8339,-3.0469,-1.3183,-4.2934,-0.5756,-0.1345,1.4335,2.7847,2.1988,1.4174,1.934,2.1411,1.3109,1.5316,0.4125,2.0289,-1.5951,0.5955,-0.0574,1.5661,2.5087,0.0854,4.7523,0.346,0.8246,-4.035,-0.1031,0.547,1.9675,-2.1779,3.9599,2.6487
ANGPT2,2.5585,0.7058,3.4791,0.4125,2.971,0.9789,0.7664,-0.9686,1.6964,-0.3022,2.9413,2.6371,3.325,2.167,2.4171,3.0199,3.0181,0.099,0.4761,1.7489,4.834,1.125,2.6232,2.1862,2.3704,2.9562,1.0151,2.9875,3.1781,2.2633,1.8722,0.517,-0.6873,1.6281,0.9038,3.034,1.9712,1.4962,1.7316,2.0912,0.4761,2.2813,1.2333,1.7053,2.8014,3.2096,1.9749,1.9712
ANGPT4,-2.6349,-3.458,-0.6193,-3.1714,-1.8314,-4.2934,-1.8836,-1.9942,-3.1714,-2.8262,-1.5105,-3.1714,-5.0116,-0.8084,-4.2934,-3.458,-9.9658,-4.2934,-0.7588,0.3573,-9.9658,-4.2934,-4.2934,-2.114,-1.7809,-9.9658,-3.816,-2.7274,-1.2142,-6.5064,-2.7274,-5.0116,-6.5064,-0.9406,-5.0116,-4.6082,-4.6082,-5.0116,-4.6082,-2.9324,-1.8314,-9.9658,-2.8262,-6.5064,-1.4305,-6.5064,-5.0116,-4.6082
ANGPTL4,3.6417,1.5902,4.892,2.826,4.9792,3.7061,3.3379,2.3135,2.2573,4.917,4.8625,2.0254,3.7464,4.5904,4.1136,2.971,2.0604,5.9658,5.4453,4.7819,7.6511,5.5753,3.8798,2.5238,1.334,5.5937,1.8801,0.7748,3.2617,4.073,2.1378,2.4008,0.7664,4.677,2.3649,3.3605,5.5348,5.5135,5.0153,5.4253,1.3511,5.9505,6.6508,2.2113,3.0358,5.3427,3.2297,4.8675
AOX1,0.4657,1.5013,2.1574,0.2998,0.346,-1.5105,-1.7809,-0.5332,2.1541,-3.6259,-0.8339,-0.6873,-2.8262,-1.6394,1.5661,-2.8262,1.2934,-2.5479,-2.0529,-0.8863,5.2589,-1.6394,-1.8836,-0.8339,0.517,-2.0529,0.0014,0.517,3.2405,0.0854,-2.8262,0.9642,-1.5105,1.0779,-1.9379,0.9419,0.24,1.3956,1.7912,-1.1488,-1.5951,0.3685,-1.1172,-3.0469,-1.4699,0.0014,0.0158,-1.5105
APAF1,3.2389,2.2175,2.909,2.3048,1.8363,2.8562,3.2096,1.736,3.2737,1.7141,2.0776,2.7508,3.3661,2.676,2.6371,2.7139,2.6395,2.9581,0.2998,0.0158,2.2051,2.8199,1.3846,2.2299,2.7422,1.7532,3.3393,2.7763,2.5137,3.834,2.1925,3.2722,1.2147,2.2051,2.5213,3.0978,2.3164,2.1147,2.2693,1.8036,1.8282,3.1028,3.1245,2.0638,2.9167,2.7572,2.0183,1.8119
APBB1IP,-1.4699,1.8323,-0.1828,0.537,0.5271,-0.5973,-2.3147,-1.9379,0.6608,-0.394,0.2029,1.9034,-1.2828,-1.3921,1.6649,0.0854,-1.7322,-0.7588,-2.1779,0.8488,1.7009,-0.6416,-0.8599,0.6239,0.8488,1.5514,1.9638,0.3796,0.688,-0.5973,0.5666,-0.4521,3.0876,0.5568,0.4447,0.9789,1.3791,2.7292,-0.9686,1.4174,0.1257,0.044,1.787,0.8647,1.1512,0.4016,-1.2828,0.5568
APC,1.7316,1.1316,1.4174,0.679,0.044,0.7407,2.0878,1.1897,1.0983,0.1648,0.5568,0.7493,2.4035,1.4011,1.683,1.3901,1.0151,1.0642,-0.4921,-0.1187,1.4011,1.5709,-0.2159,2.5338,1.2934,1.5758,1.3791,1.884,1.4911,0.7058,0.9493,0.3685,-0.7834,1.6964,2.609,2.118,1.6234,1.5366,2.8502,0.0014,1.1641,1.0847,1.412,1.1316,2.3193,2.1606,2.7868,1.674
APC2,-2.6349,-6.5064,0.2154,-1.9942,-3.1714,-4.6082,-2.1779,-6.5064,-2.1779,-4.2934,-1.5105,-0.5973,-5.5735,-1.8836,1.5415,-2.6349,-0.6643,-3.816,-4.035,-3.1714,-4.2934,-4.6082,-4.2934,-2.4659,-6.5064,-4.6082,-4.6082,-5.0116,-3.458,-4.6082,-3.816,-4.2934,-9.9658,-4.2934,-2.9324,-0.6873,-4.035,-2.9324,2.0465,-5.5735,-4.2934,-5.0116,-2.6349,-3.458,-5.5735,-4.2934,-4.6082,-5.5735
APH1A,7.0636,6.9478,7.3969,6.6581,7.1376,7.4497,7.2549,6.6844,7.3352,6.7827,6.6607,6.7389,7.3488,7.3299,6.7465,7.1455,5.9619,5.7021,7.1118,7.5447,6.3908,7.4087,6.6313,7.401,7.3959,7.8407,6.8779,6.6585,7.7338,7.0423,7.0882,6.8221,6.9158,7.4476,6.4055,6.6403,7.2341,7.1633,6.9703,6.9962,7.0019,6.7419,7.5727,6.8539,6.7991,7.2739,7.6012,7.4841
APH1B,1.125,3.4007,2.4439,2.9747,0.7233,2.1541,0.346,3.2313,1.4756,0.3907,1.9111,3.5449,2.5462,2.3732,2.9729,1.6187,2.4465,1.3283,1.6234,3.2632,2.5828,1.9302,1.9034,2.6624,0.5955,2.7931,2.0004,2.6395,1.0915,1.8564,1.8363,2.7139,1.9712,3.2002,1.1577,2.9525,2.296,1.8323,3.8249,3.4034,2.3677,2.3479,2.2693,1.6512,3.5411,2.0465,-0.8084,2.118
APLN,3.9829,2.0111,2.4908,1.5709,3.3478,2.1574,1.2455,1.8762,1.4281,1.3901,2.9167,0.3115,3.1344,1.1833,2.118,3.4984,-1.1488,1.0983,1.1577,-0.6416,5.2103,1.2333,4.3896,2.7379,2.3732,2.6348,2.5112,3.1045,3.4791,1.6875,0.7999,1.2992,0.044,1.7744,1.0642,4.9041,1.4652,1.8722,1.5165,1.1833,0.7664,1.0363,1.9527,3.7815,2.4934,4.1343,1.934,1.9452
APLNR,-0.394,0.6332,0.547,4.3342,0.2154,3.8044,-0.2159,2.5707,0.0014,-0.0725,1.7995,0.9191,0.5568,0.4552,1.6649,1.6649,1.4388,0.5069,-2.8262,-0.0725,0.9419,-0.6193,2.4439,2.3536,3.2572,-0.9406,1.3956,1.3567,1.8242,1.1117,0.7999,1.3901,-0.3752,3.4129,1.5415,1.3051,2.0535,3.3293,-0.9686,1.0222,0.058,0.044,0.8327,1.5709,3.1604,4.0918,2.1574,2.982
APOA1,1.3956,-0.4325,3.0978,9.4682,-9.9658,0.24,-0.2328,0.6239,-0.1031,-0.5756,10.2403,7.4105,-0.2328,-0.6416,0.2029,0.4125,-0.7346,-0.7108,0.4125,-0.8599,6.58,-2.6349,2.2693,-0.7834,0.1776,4.841,0.5666,2.4171,-1.5522,1.0642,0.6517,1.8036,1.1512,2.3871,-0.1187,-2.3884,2.7314,-0.9406,-1.2142,-1.5105,-1.8836,-1.9942,0.1903,-1.2142,-1.0862,0.24,-1.2828,-0.5973
APOA2,-0.8863,-0.9132,3.927,8.6023,-9.9658,-9.9658,-9.9658,-0.9971,-9.9658,-9.9658,7.6171,-1.9379,-1.1811,-1.3548,-9.9658,-9.9658,-1.8836,-9.9658,-1.5522,-9.9658,-9.9658,-9.9658,-1.4699,-3.3076,-9.9658,-3.458,-9.9658,2.4675,-9.9658,-9.9658,-1.0262,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,1.2394,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
APOA5,-5.5735,-5.0116,-3.0469,-9.9658,-9.9658,-3.1714,-6.5064,-6.5064,-5.5735,-6.5064,-1.7809,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-4.6082,-9.9658,-5.5735,-6.5064,-4.2934,-9.9658,-9.9658,-5.5735,-9.9658,-4.035,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-4.035,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-4.035,-9.9658,-5.5735,-9.9658,-9.9658
APOC3,-3.3076,-2.2447,2.9911,7.2381,-9.9658,-2.0529,-9.9658,-2.3147,-9.9658,-9.9658,6.7678,0.5069,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,0.688,-9.9658,-2.2447,-9.9658,-4.035,-0.7346,-9.9658,-9.9658,-0.8084,-0.9132,-9.9658,-0.8339,-4.2934,-0.9406,-0.4719,-9.9658,-9.9658,-4.2934,0.8805,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
AQP7,-1.4305,-1.685,-0.6416,1.2576,-9.9658,-2.6349,-3.3076,-3.3076,-2.9324,-2.2447,0.1257,-0.4719,-9.9658,-3.6259,1.2576,-1.8836,-6.5064,-1.2481,-3.816,-2.9324,-2.7274,-3.0469,-0.6193,-1.9942,-1.1811,0.8961,-0.9406,0.7058,-3.6259,-3.0469,-0.6193,-1.685,0.9038,-0.7108,-2.1779,-2.2447,-0.5756,3.9774,-4.2934,-1.3921,-2.2447,-2.114,-1.6394,-3.6259,-3.6259,1.4174,1.2992,-2.9324
ARAF,3.9185,5.6174,5.4189,5.8975,5.5261,5.6026,5.3434,5.5769,5.2032,5.3639,5.998,6.1831,5.4588,4.8125,5.0255,5.79,5.2843,4.562,6.3338,6.0501,3.992,4.3674,5.5552,4.6759,4.7203,4.9556,4.8615,4.847,6.6276,5.5097,5.0117,5.1297,5.0229,5.505,4.6271,4.1111,4.996,4.8876,4.7924,7.0766,4.8167,5.1764,5.0086,5.8622,4.7485,5.2806,4.6018,5.7404
ARAP3,3.0127,2.2113,3.4726,3.222,2.2901,2.9262,4.1652,4.0506,2.93,4.5534,3.5994,4.3002,2.93,3.4752,3.7171,4.1555,0.6239,0.5859,2.4597,1.9377,3.4183,3.8239,4.0269,3.7149,3.4437,3.3047,3.3925,2.727,3.2811,2.5163,3.5174,2.5288,0.3685,3.2766,1.674,1.125,2.0111,2.6302,-0.2328,2.7847,3.1426,2.6302,3.1344,2.0844,2.876,1.0915,1.9226,3.9289
AREG,-1.4305,-0.394,-0.3752,4.6364,-0.4521,-0.6193,-3.3076,0.346,1.0983,4.5021,-1.0262,-1.5105,4.1169,0.7321,1.3956,2.4035,-2.2447,-3.3076,-3.458,-0.1187,0.6239,1.4335,1.4547,-4.2934,-0.4921,1.5115,3.2018,-2.8262,-0.394,-0.5756,-0.0877,-2.114,-0.7108,1.1117,-1.9942,-0.1187,2.2482,4.1244,-2.4659,2.3732,-4.2934,5.5069,-0.2159,-2.8262,0.4552,-4.6082,-1.0262,-2.3884
ARF1,8.7107,8.3155,8.5357,8.3815,8.4767,8.2085,8.0251,8.9321,8.5034,8.7172,8.5378,8.1735,8.8032,8.571,8.6824,7.9612,8.2209,8.8627,8.0392,8.1441,8.0681,8.4964,8.0929,7.9287,8.1139,8.2656,7.6987,7.9174,8.5801,8.6559,8.4801,8.6034,7.835,8.4521,8.0606,8.492,8.2087,7.8707,8.2235,7.8566,7.8308,8.1437,8.4216,8.7059,8.26,8.3562,8.7827,7.7138
ARF6,4.2795,4.0454,3.9308,4.5318,3.833,4.3555,3.9261,4.1748,4.1595,4.6095,4.0471,5.0117,5.3331,4.7458,5.0579,5.1355,4.5318,3.6254,3.402,4.1384,4.2181,4.3104,4.5663,3.8511,4.7263,4.4919,4.1939,3.6555,4.6433,3.9022,4.533,3.705,4.2884,4.435,3.8827,4.3569,4.9514,4.7329,5.2858,4.3162,4.0136,4.9175,4.402,5.0171,5.5053,3.644,5.119,4.4816
ARHGDIA,7.9874,6.7485,8.1806,7.9196,8.4113,6.9315,7.1817,9.1716,8.2002,8.3115,7.1047,8.5153,8.374,7.0703,7.4078,7.3699,7.9582,7.5367,8.0388,8.0168,7.4966,7.7666,7.8983,7.2549,8.069,7.6689,7.0047,7.4956,8.504,8.0927,7.5596,7.764,7.6493,7.9794,6.9363,6.8486,7.7262,7.4825,8.0668,7.2996,8.2596,7.1812,8.0995,8.7079,7.0345,7.1486,7.2154,7.6663
