gene_name,TCGA-2H-A9GF-01,TCGA-2H-A9GI-01,TCGA-2H-A9GL-01,TCGA-2H-A9GR-01,TCGA-IC-A6RE-01,TCGA-IG-A3I8-01,TCGA-IG-A3QL-01,TCGA-IG-A3Y9-01,TCGA-IG-A3YA-01,TCGA-IG-A3YB-01,TCGA-IG-A3YC-01,TCGA-IG-A4P3-01,TCGA-IG-A4QS-01,TCGA-IG-A50L-01,TCGA-IG-A51D-01,TCGA-IG-A5B8-01,TCGA-IG-A5S3-01,TCGA-IG-A625-01,TCGA-IG-A6QS-01,TCGA-IG-A8O2-01,TCGA-IG-A97H-01,TCGA-IG-A97I-01,TCGA-JY-A6F8-01,TCGA-JY-A6FB-01,TCGA-JY-A6FD-01,TCGA-JY-A6FE-01,TCGA-JY-A6FG-01,TCGA-JY-A93E-01,TCGA-JY-A93F-01,TCGA-L5-A43C-01,TCGA-L5-A43H-01,TCGA-L5-A43I-01,TCGA-L5-A43J-01,TCGA-L5-A4OE-01,TCGA-L5-A4OF-01,TCGA-L5-A4OG-01,TCGA-L5-A4OH-01,TCGA-L5-A4OI-01,TCGA-L5-A4OJ-01,TCGA-L5-A4ON-01,TCGA-L5-A4OP-01,TCGA-L5-A4OQ-01,TCGA-L5-A4OR-01,TCGA-L5-A4OS-01,TCGA-L5-A4OT-01,TCGA-L5-A4OU-01,TCGA-L5-A4OW-01,TCGA-L5-A4OX-01,TCGA-L5-A88W-01,TCGA-L5-A891-01,TCGA-L5-A8NE-01,TCGA-L5-A8NF-01,TCGA-L5-A8NI-01,TCGA-L5-A8NJ-01,TCGA-L5-A8NK-01,TCGA-L5-A8NL-01,TCGA-L5-A8NQ-01,TCGA-L5-A8NS-01,TCGA-L5-A8NT-01,TCGA-L5-A8NV-01,TCGA-L5-A8NW-01,TCGA-L7-A56G-01,TCGA-L7-A6VZ-01,TCGA-LN-A49K-01,TCGA-LN-A49L-01,TCGA-LN-A49M-01,TCGA-LN-A49N-01,TCGA-LN-A49O-01,TCGA-LN-A49P-01,TCGA-LN-A49R-01,TCGA-LN-A49S-01,TCGA-LN-A49W-01,TCGA-LN-A49X-01,TCGA-LN-A49Y-01,TCGA-LN-A4A1-01,TCGA-LN-A4A2-01,TCGA-LN-A4A3-01,TCGA-LN-A4A4-01,TCGA-LN-A4A5-01,TCGA-LN-A4A6-01,TCGA-LN-A4A9-01,TCGA-LN-A4MQ-01,TCGA-LN-A4MR-01,TCGA-LN-A5U5-01,TCGA-LN-A5U6-01,TCGA-LN-A5U7-01,TCGA-LN-A7HW-01,TCGA-LN-A7HX-01,TCGA-LN-A7HY-01,TCGA-LN-A7HZ-01,TCGA-LN-A8HZ-01,TCGA-LN-A8I0-01,TCGA-LN-A8I1-01,TCGA-LN-A9FO-01,TCGA-LN-A9FP-01,TCGA-LN-A9FQ-01,TCGA-LN-A9FR-01,TCGA-M9-A5M8-01,TCGA-Q9-A6FU-01,TCGA-Q9-A6FW-01,TCGA-RE-A7BO-01,TCGA-S8-A6BV-01,TCGA-S8-A6BW-01,TCGA-VR-A8EO-01,TCGA-VR-A8EP-01,TCGA-VR-A8EQ-01,TCGA-VR-AA4D-01,TCGA-VR-AA7B-01,TCGA-X8-AAAR-01,TCGA-XP-A8T6-01,TCGA-Z6-A8JD-01,TCGA-Z6-A8JE-01,TCGA-Z6-A9VB-01,TCGA-Z6-AAPN-01
CTBP1,8.5457,5.7423,5.7339,6.9724,6.3334,6.3927,5.7165,5.5469,5.4676,6.2015,5.7887,6.0562,5.3608,6.3043,6.8364,5.6212,7.5404,6.1631,5.3395,6.2344,6.2756,5.709,7.102,6.362,6.5491,5.4303,4.6195,6.1781,5.467,5.6554,6.3309,6.6612,6.6582,4.852,6.2987,5.9463,6.8287,6.8592,6.2005,6.5075,6.8957,6.1465,6.2555,6.4189,5.6614,5.8736,5.6619,5.6879,6.1169,6.8574,6.5081,6.5262,6.2145,6.4062,5.5979,5.7404,6.013,5.4928,5.585,5.862,5.1244,6.276,6.9506,5.7751,6.3623,5.2281,5.7955,6.2941,6.1703,5.4087,5.9208,6.2169,6.0661,5.3625,5.8961,5.8829,5.8829,6.2502,6.1637,5.6871,5.8025,6.1254,5.1081,6.5361,5.3913,6.5958,6.052,5.9341,5.4702,6.0466,6.3018,5.3385,5.6186,5.5925,5.8296,6.7594,5.9789,6.4121,6.4189,5.1111,5.5148,6.427,5.5886,7.2147,5.4179,6.2447,5.6758,6.0951,6.1185,6.4167,5.9711,5.7952,6.0381,6.7866
CTBP2,5.9404,5.1002,4.783,5.2574,5.1547,4.717,4.5473,4.2442,5.0505,4.4615,4.0773,5.243,4.6112,4.2855,5.3705,5.079,5.5252,4.7661,4.9127,5.0291,4.2235,5.2672,6.2215,6.2153,5.5407,4.447,3.7836,5.4229,4.5534,4.4848,4.6725,5.5503,4.8983,5.4333,5.8375,5.9932,4.9677,6.5303,5.8951,5.4148,6.2159,4.8136,6.3345,5.3509,4.964,5.2884,5.3031,5.8814,5.2365,6.4228,5.62,5.9301,4.7274,6.261,4.1907,5.2464,4.7856,5.6733,5.2642,5.7396,5.0653,5.0828,5.8294,4.9303,4.1203,3.9002,4.9942,4.9137,4.6404,3.7909,4.7077,4.2825,4.9566,3.4088,5.3053,4.4569,5.0126,4.4667,4.6148,5.3452,4.0935,4.3499,3.7105,5.5031,4.4176,4.8115,4.4894,5.2001,4.5778,4.8022,5.0431,4.5553,3.9883,4.5324,4.7913,5.9208,4.6742,6.3012,4.4463,5.2304,5.7541,4.8525,5.3292,5.5277,4.9928,6.2124,5.6874,5.0922,5.6554,5.2438,4.8778,5.2044,5.0627,4.4608
CTF1,4.4047,-2.7274,0.9716,1.3567,0.5568,1.3397,2.9948,1.8119,2.667,1.1706,2.828,2.5338,-0.7346,2.4857,3.0092,1.4962,1.4911,2.6647,2.5804,2.1541,1.2085,2.9729,-2.9324,2.7336,0.688,2.5876,-1.2481,2.0673,2.3308,0.7664,2.9375,2.7292,0.2029,1.1641,1.4704,-0.8599,-2.8262,3.3773,0.1519,-2.2447,-2.8262,-0.9406,0.537,-1.3921,0.24,-1.1811,-1.2828,1.0779,-2.114,1.4281,0.7579,-0.9406,1.4859,2.296,2.4008,1.5563,2.1476,2.5112,2.4675,1.4441,1.0503,1.2636,1.0711,2.3592,1.8564,1.0847,2.0946,0.5568,1.7575,2.7594,2.1638,2.0638,1.9111,2.0111,2.1313,2.004,1.7097,4.5952,2.7615,2.3788,1.9073,1.3623,2.578,0.7832,1.595,1.1897,4.1044,0.5666,2.9929,2.6624,1.7575,3.728,1.692,2.1378,2.5087,2.4225,1.2696,-1.2142,0.5859,0.9115,-1.5105,-0.5756,3.154,2.3135,0.4865,-1.2481,2.0183,0.9862,1.5415,1.8242,2.9692,2.6624,2.6302,-0.7108
CTLA4,-1.3921,-0.6416,0.434,0.4233,0.547,-0.5543,-1.7809,-0.3383,1.9601,0.5271,2.4063,2.0604,-0.4521,0.8568,1.3109,-0.5125,1.5216,-0.3566,1.4859,-1.1488,0.8164,-0.7346,-1.9379,-2.8262,0.7748,0.1648,-1.8314,1.9188,-1.9379,1.5316,0.2881,-1.3548,-2.1779,1.7702,1.1184,1.3623,-0.7588,-1.4305,-0.5543,-2.0529,-0.0877,1.6604,0.8327,2.2019,1.2455,2.0946,0.8408,1.1897,-1.7322,-1.0862,2.9544,-1.2481,1.0007,-1.7809,-0.8339,0.7233,0.9038,1.6045,0.7832,0.5666,1.177,-0.2159,-1.4699,0.8164,0.099,-0.9132,0.9419,2.3193,2.2723,2.167,-0.013,2.081,0.5763,-1.4305,-1.2828,-1.1172,-0.6643,-2.114,0.5069,-0.7834,2.8936,-2.6349,1.6604,0.1257,0.2154,-0.1031,-0.5973,0.3685,0.4657,1.2696,-1.2481,-0.8863,1.0007,1.736,-0.1504,0.1776,0.2998,-0.7588,-0.6193,-0.1187,-0.6873,-0.6416,-2.8262,1.5115,-1.2481,0.5069,-1.4305,-0.9971,0.1648,-1.0262,0.8883,0.044,-0.9406,0.9343
CTNNA1,7.1516,5.9319,5.8558,6.5791,6.9363,6.4911,6.5403,6.6767,6.8032,5.8314,6.2263,7.2804,6.5863,6.2996,7.1471,7.6,7.0158,6.988,6.6291,6.609,6.6022,7.6331,7.3997,6.9086,7.3487,6.4192,6.9176,6.6449,6.5847,6.793,7.2689,7.4944,6.8247,7.4643,6.9436,6.9582,6.6301,7.5276,6.6276,7.5005,6.219,6.9336,6.7064,6.6907,6.7913,7.0194,6.9207,7.3088,7.0793,6.4626,6.4883,7.572,4.9341,7.7143,7.0334,6.5212,7.1635,6.559,6.6091,7.1188,7.115,7.1966,7.4497,6.579,6.8456,7.5514,6.6883,6.8802,6.978,6.3644,7.0164,6.627,7.1454,7.2457,7.4354,6.7359,7.3782,7.1845,6.6397,7.161,6.7711,6.6468,6.7005,7.2375,7.8076,6.9967,6.4871,7.1642,6.4072,6.3738,6.6041,6.0663,6.6313,6.7405,6.9391,6.6548,6.5612,7.107,6.7359,7.8157,6.8271,6.5983,6.5092,5.9423,6.8296,7.1478,6.0308,7.4252,6.3482,6.9289,7.0433,7.0892,6.3954,6.8126
CTNNA2,-4.6082,-5.0116,-3.3076,-3.0469,-9.9658,-5.0116,-9.9658,-9.9658,-4.2934,-5.0116,-5.0116,-3.0469,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-3.6259,-9.9658,-4.2934,-9.9658,-6.5064,-9.9658,-5.5735,-9.9658,-3.3076,-6.5064,-4.2934,-6.5064,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-4.2934,-5.0116,-9.9658,-9.9658,-5.0116,-9.9658,-4.6082,-6.5064,-9.9658,-2.7274,-3.458,-9.9658,-2.8262,-9.9658,-3.0469,-6.5064,-6.5064,-5.5735,-0.4921,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-5.5735,-9.9658,-3.458,-9.9658,-5.0116,-6.5064,-9.9658,-3.1714,-5.0116,-9.9658,-6.5064,-5.5735,-9.9658,-4.035,-3.1714,-9.9658,-4.6082,-4.6082,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-4.035,-5.5735,-9.9658,-4.6082,-9.9658,-0.2845,-2.3147,-4.6082,-6.5064,-2.8262,-5.5735,-0.394,-9.9658,-3.0469,-9.9658,-3.6259,-3.3076,-9.9658,-4.6082,-5.0116,-2.6349,-5.0116,-5.0116,-4.035,-5.0116,-9.9658
CTNNA3,-4.2934,-6.5064,-0.6193,-2.9324,-3.3076,-3.458,-3.816,-4.2934,0.044,-0.3566,-6.5064,-3.6259,-4.6082,-4.035,-1.5951,-6.5064,-1.685,-3.0469,-9.9658,-4.035,-9.9658,-5.0116,-3.6259,-3.6259,-9.9658,-9.9658,-9.9658,-1.2481,-9.9658,-2.6349,-3.816,-3.458,-3.6259,-3.816,-1.1172,-9.9658,-5.0116,-1.9379,-5.0116,-2.6349,-4.2934,-5.0116,-5.5735,-4.6082,-4.2934,-2.5479,-5.5735,-4.6082,-9.9658,-9.9658,-9.9658,-3.6259,-4.035,-4.2934,-2.8262,-3.6259,-3.1714,-0.7108,-1.5951,-5.5735,-4.2934,-5.0116,-3.6259,-0.394,-2.0529,-3.458,-1.3548,-5.5735,-1.7809,-5.5735,-3.458,-2.0529,-0.013,-4.6082,-6.5064,-6.5064,-2.2447,-2.7274,0.5763,-5.5735,-2.0529,-1.7809,-4.6082,-5.0116,-5.5735,-9.9658,-9.9658,-9.9658,-2.6349,-5.5735,-9.9658,-4.035,-9.9658,-1.8314,2.6533,-3.1714,-3.0469,-5.0116,-9.9658,-0.3383,-3.816,-3.3076,-9.9658,0.1124,-4.2934,2.4701,-4.6082,-4.2934,-4.6082,-0.0425,-5.5735,-5.0116,-9.9658,-9.9658
CTNNB1,7.0935,6.6984,6.2922,6.4275,6.5206,7.9565,6.6443,5.4696,6.8478,5.9274,5.9191,5.7115,5.2939,6.9997,6.5334,4.839,7.1053,7.1365,4.4006,6.1709,5.8863,6.3122,5.6637,6.2625,5.981,5.6311,6.105,6.52,5.4578,6.7777,6.8171,7.2708,6.3454,6.5992,6.7122,6.2747,6.7642,7.896,5.5129,7.2797,7.0334,7.0494,7.473,6.4699,6.5777,6.1861,6.7562,7.7835,6.8013,9.1064,7.33,6.6257,6.752,6.0631,6.3785,6.6697,6.2036,6.7812,7.6067,6.0025,6.6072,6.7327,6.9299,6.2834,6.5687,6.6508,6.8071,6.4522,5.7118,5.6035,5.6882,7.5198,6.2662,4.9468,6.5474,7.0378,6.6886,6.3951,6.7238,6.1227,5.8463,6.833,5.9217,6.3111,6.6932,6.4471,6.7776,6.5935,5.4986,6.0611,6.9063,5.0166,5.9711,7.3897,6.5551,7.2444,7.327,6.3279,7.7546,6.9906,6.0832,6.6187,6.1239,6.6977,6.6143,5.6733,5.9987,7.4074,5.8281,6.2443,6.5532,6.3518,6.3236,6.0499
CTNNBIP1,4.6,3.0568,3.3061,3.4843,3.836,4.1302,4.4575,6.1721,4.8987,4.4938,5.1506,4.3313,4.6053,4.2119,5.381,6.7934,5.5937,4.178,5.0858,5.1293,5.5623,5.322,3.2632,3.0428,5.7024,4.1604,6.473,3.4156,6.4866,2.5876,4.382,3.4007,4.6352,4.7209,2.3898,3.7529,3.1377,3.2236,3.7061,3.9737,4.3024,2.667,3.2389,3.1426,2.4465,3.1749,3.3336,3.6872,6.0018,5.4611,4.4189,3.6301,4.4162,3.6669,5.8038,2.6918,6.501,3.5815,4.6053,3.5086,5.6485,6.2479,3.8521,4.2556,4.2624,7.0018,4.6445,4.9987,4.6994,4.6554,5.8975,4.5528,4.8151,5.044,6.2112,5.3002,5.0488,6.109,3.836,4.9175,4.3499,5.0449,5.1518,4.2751,4.8269,4.6118,4.3506,5.6862,4.0462,4.2457,5.4992,5.6103,4.1384,4.9496,3.8391,4.6781,4.9412,3.8798,5.4848,4.9612,3.1844,3.7182,4.0162,4.9021,5.2657,3.3979,4.0867,5.7134,3.091,4.8645,5.0501,4.5436,5.5778,5.4043
CTNND1,6.5081,5.8354,5.8438,6.2483,6.1451,6.6284,6.0696,6.3424,6.4321,6.618,6.2662,7.1049,6.3616,6.758,6.4874,6.0648,6.4104,6.7188,6.4281,6.2662,6.195,7.2947,6.4813,7.1444,6.6144,5.3129,6.7943,6.9546,7.4625,5.5753,7.5987,7.503,6.3901,7.3335,7.1666,6.9652,6.9807,6.8975,7.3395,6.522,6.2149,6.367,6.8105,6.0398,6.914,6.7642,6.9057,6.8376,6.3735,6.1869,6.8439,6.2644,6.2906,6.3705,7.4068,6.4128,6.5354,7.1405,6.473,5.517,7.1298,6.8196,6.9673,7.0264,6.1962,6.8656,7.1631,6.3621,6.3848,5.778,7.3204,6.3642,6.3796,5.7568,6.3834,7.1819,6.8669,7.2061,7.1848,7.2734,6.9806,7.0117,6.9555,6.4441,6.5236,7.6345,6.3025,7.7355,5.8775,6.3521,6.7068,6.2756,6.0507,6.4568,6.005,6.3404,6.6085,6.734,7.5972,7.192,6.8301,6.7028,6.9098,5.6109,6.9777,6.5287,6.2091,7.5147,6.2317,7.0817,6.9865,6.6023,6.89,7.4828
CTNND2,-2.9324,-2.8262,-2.9324,-1.3548,-2.3884,-9.9658,-6.5064,-3.3076,-1.8314,-0.1504,-4.2934,-1.2142,-6.5064,-5.5735,-2.4659,-6.5064,-2.5479,-2.4659,-9.9658,-3.1714,-9.9658,-9.9658,-4.035,-4.2934,-6.5064,-9.9658,-9.9658,-2.4659,-9.9658,-3.6259,-4.035,-4.2934,-6.5064,-4.2934,-2.3884,-5.5735,-3.6259,-9.9658,-3.6259,-4.2934,-2.6349,-5.0116,-5.5735,1.4011,-3.6259,-1.1488,-3.6259,-4.6082,-3.6259,-9.9658,-9.9658,-5.5735,-5.5735,-5.5735,-3.458,-3.816,-0.8084,-3.6259,-1.8314,0.517,-5.5735,-3.458,-9.9658,-1.5951,-5.0116,-9.9658,-3.3076,-9.9658,-2.6349,-6.5064,-3.1714,-2.0529,-4.2934,-4.035,-9.9658,-6.5064,-9.9658,-2.4659,-2.5479,-5.5735,-5.0116,-4.2934,-2.4659,-2.9324,-5.0116,-5.0116,-9.9658,-9.9658,0.2154,-2.9324,-2.4659,-3.458,-1.3921,-3.0469,-0.2328,-3.0469,-3.3076,-3.1714,-4.035,-2.6349,-9.9658,-2.9324,-5.5735,-9.9658,-3.0469,-6.5064,-5.5735,-5.0116,-2.2447,-2.6349,-3.816,-3.6259,-4.6082,-0.7834
CTSB,9.2427,8.1857,7.7881,9.5872,8.3453,9.7709,8.9379,8.5467,9.1668,8.0821,9.5059,9.139,7.3399,10.0301,9.2551,8.921,9.2722,9.8878,8.4905,9.234,9.7706,10.4795,9.6866,8.2025,9.0886,8.8066,8.7806,10.0906,8.0266,9.7132,9.4565,10.1199,9.0435,7.9313,7.9899,8.4541,7.1518,8.7197,11.8962,8.053,9.4819,8.2032,8.0705,9.092,11.2735,8.3794,8.2288,7.4533,9.0845,8.7595,8.048,7.8034,8.3128,8.0016,8.6077,8.7552,9.5126,8.542,8.6534,7.9416,8.1453,9.3927,12.763,8.6247,8.6342,7.5697,8.93,8.7819,9.8048,9.0059,8.5541,9.8396,10.3146,7.8199,8.6229,8.9602,8.5303,7.9707,8.6002,8.0604,9.0325,7.316,8.4501,10.3411,9.6955,9.9364,10.629,9.7166,8.3145,10.2443,9.3683,8.8513,9.5226,9.145,7.8491,9.8352,10.7344,8.1738,9.6786,8.4796,8.4493,8.8156,8.3608,8.1437,7.402,8.738,7.4652,9.4312,8.7879,10.5749,9.1485,8.2177,8.4047,8.3589
CTSD,9.5229,9.5105,7.6755,8.3399,8.7901,7.9648,7.4979,8.7772,8.2056,8.4284,9.1238,8.3948,7.1402,7.9282,8.5978,8.6924,7.8054,8.5181,8.3628,8.7879,8.7185,8.826,8.2359,8.6339,8.4366,8.422,8.5086,8.5365,8.2763,8.4738,8.287,7.9474,8.5066,7.8906,8.256,8.3089,8.2483,7.7843,8.7634,8.5539,8.4772,7.6318,8.4216,8.5349,8.7261,9.2214,8.3485,7.5061,8.6,8.9779,7.5473,8.8165,8.5028,7.5966,7.9462,9.1244,8.4949,8.3531,8.6026,8.8419,8.329,7.5874,9.3391,7.6986,8.2323,7.6777,8.5755,7.9642,9.5055,8.1037,8.6005,8.5039,7.4842,7.6984,8.1747,7.3757,7.6441,7.2189,8.2878,7.6478,7.9275,7.5817,7.3875,8.6969,8.7586,7.3323,8.4352,9.9228,8.2577,8.088,8.687,8.7522,8.3775,7.9011,7.2281,8.4764,8.5818,8.4947,8.1685,8.9042,9.3045,8.5939,8.0187,7.9315,7.7706,9.5748,7.3526,8.1849,7.9778,7.524,7.5141,7.3526,8.7705,9.2075
CUL1,3.9308,4.1433,4.4122,4.197,4.2728,4.7903,5.3803,3.7773,4.5053,4.1466,3.9737,4.2571,3.7982,4.6725,4.3097,3.9308,5.3067,4.6888,3.3206,4.391,4.306,4.5274,4.17,4.5534,3.668,3.8239,3.8177,3.9289,4.594,3.8983,4.8238,2.8137,4.0773,4.8172,4.0313,4.6265,5.4084,4.2142,4.518,4.0952,3.7248,4.6921,4.166,4.3421,4.2788,3.1129,4.3206,4.5009,4.1756,4.2699,3.3235,3.0376,3.7443,4.0722,4.3442,4.391,3.7443,3.7656,4.5355,4.2304,4.2987,4.853,3.835,4.9964,5.0721,4.8709,4.067,4.041,5.0553,3.863,3.9552,4.8545,4.322,3.1062,3.8818,5.1728,3.9709,4.4829,5.101,4.2899,4.3862,3.8289,3.5971,4.8299,4.9552,4.2134,4.7549,4.8233,5.3586,4.3406,4.8445,4.2855,4.1563,5.3761,4.6606,4.8299,4.373,3.9213,4.7361,3.7825,4.1604,4.0816,4.6691,3.83,4.8929,3.9118,4.6456,4.1302,4.3737,4.4344,3.9719,4.4149,4.8709,4.4686
CUL3,4.6206,5.4816,5.7843,4.7672,4.9801,4.9621,5.1583,4.7661,4.8929,3.2267,4.8807,5.17,5.7848,5.0661,4.5249,4.9084,5.4874,4.8585,4.5988,5.2653,4.9691,4.5553,4.9199,4.7181,3.6451,4.2041,4.652,4.9496,5.5838,4.7307,5.0696,5.1867,4.061,5.5916,4.9792,4.9275,5.3502,5.0023,5.4819,4.5186,5.3399,5.0824,4.838,4.7329,5.0879,5.2365,5.0803,4.7044,4.3653,4.6183,5.314,4.6617,5.1764,4.1844,5.2765,4.4575,4.3944,4.7431,4.9303,5.3212,5.1355,5.2873,4.8375,4.6977,5.3629,4.1579,4.5778,3.3206,5.2381,5.5336,5.3162,3.9571,4.4654,6.105,4.2404,4.2987,4.8665,5.0184,4.9045,5.1027,4.7682,5.2411,4.8595,5.0211,4.7192,4.3342,5.0579,4.359,4.4647,4.8842,4.3442,3.9965,4.97,4.905,4.4667,4.8807,5.1144,5.1619,5.0032,5.7104,5.2483,4.7804,3.7443,4.6381,4.6497,4.5772,5.8525,4.3442,5.582,4.2899,4.1946,5.1647,4.4764,5.1326
CX3CL1,2.3592,1.0079,3.5742,2.5087,3.87,5.3761,4.3951,3.4143,4.809,6.0943,4.889,6.9436,1.0222,3.8401,1.7828,-1.7809,5.9428,3.1637,1.3225,4.3111,1.8524,6.1581,0.3231,3.8136,2.6984,2.6395,-0.5756,4.7415,-0.0877,1.0363,6.2948,1.766,6.3227,3.6703,2.5437,1.3679,0.6425,1.8036,1.3791,2.4675,4.9584,3.4156,2.1606,3.6474,3.492,4.935,3.309,2.4144,0.434,2.1444,0.8488,1.6234,3.5161,4.3442,2.5876,2.7139,4.2495,4.0782,4.4906,3.2313,2.1114,5.4416,2.0742,4.1327,2.1925,-0.6873,5.2277,1.1184,4.9194,2.2872,3.9515,2.1213,4.0884,2.9262,1.9822,5.8043,2.2603,4.366,4.9644,4.2181,2.0638,2.3732,2.1444,1.105,4.0269,0.517,3.5791,-0.6873,2.0111,1.5115,4.7442,0.9716,4.9801,3.47,4.7856,5.1768,4.245,2.1378,3.8289,3.1079,-1.1172,3.0252,5.3107,4.0216,0.8246,1.6875,-0.2498,5.7756,4.8043,4.8565,1.9226,3.5098,4.3009,3.7815
CX3CR1,-2.7274,-3.0469,-0.1187,-0.8084,-2.0529,-2.7274,-5.5735,-1.7809,-1.4305,2.2603,-1.0559,-1.1172,-4.035,-3.3076,-2.7274,-5.0116,-1.4305,-2.4659,-1.9942,-2.4659,-1.5105,-3.816,-2.8262,-0.7346,-3.816,-2.9324,-4.2934,0.3346,-5.5735,-0.9686,-5.0116,-4.035,-0.3752,-3.458,-2.2447,-2.4659,-2.7274,-2.8262,-4.035,-1.6394,-1.4305,-2.7274,-2.3147,-1.7322,0.7748,-2.9324,-3.3076,-3.458,-4.035,-3.3076,-1.8836,-2.1779,-2.4659,-1.9379,-0.8339,-1.7809,-0.9406,-1.4699,-0.2328,-0.0277,-2.2447,0.058,-1.4305,-2.1779,-2.3147,-4.035,-0.8339,-2.114,-1.8314,-1.9942,-0.1031,0.6969,-3.816,-2.9324,-2.3147,-3.3076,-2.3147,-1.2481,-0.9686,-2.9324,-0.3566,-3.6259,-2.7274,-0.6416,-1.1488,-3.458,-3.3076,-0.2498,-1.9379,-2.6349,-3.3076,-5.0116,-1.9942,-1.8836,-1.9942,-2.7274,-1.4699,-2.7274,-0.6193,-2.5479,-5.0116,-2.0529,-1.1811,-2.2447,-5.5735,-3.3076,-5.0116,-3.0469,-2.3147,-2.3147,-2.9324,-3.6259,-2.3884,-3.6259
CXCL1,1.196,4.86,3.0978,5.7589,6.2382,6.2371,4.1136,4.0739,6.4259,-3.816,2.9281,5.3597,3.4958,3.7741,2.3451,4.613,3.9022,1.2023,6.5535,2.7679,6.7003,5.3848,3.7496,6.3913,5.8684,6.1589,6.2079,6.1357,1.5266,9.2429,4.562,4.9727,2.8381,5.1799,5.4864,6.8759,5.6358,4.4868,5.7178,7.7408,6.4992,6.4163,5.0739,6.7071,7.1689,6.6377,7.4071,4.1994,6.2911,6.6251,6.369,5.6708,5.426,4.9695,2.6114,8.0889,4.7793,5.5999,5.813,6.9183,3.1588,6.6668,3.4648,3.4424,-1.1488,3.1129,5.6904,6.1859,-0.9971,5.1811,5.8812,2.7314,7.2768,3.603,2.8096,7.6261,7.2568,0.434,1.1316,2.7993,4.7991,1.6093,4.728,4.3979,3.1245,4.6023,5.4043,2.2268,4.8375,2.1894,5.7687,4.5796,11.7319,7.915,2.9013,2.0844,2.6325,5.9944,5.4858,6.8704,6.3459,2.496,3.9393,6.6658,3.4661,7.7279,5.1081,4.4529,6.1859,6.9642,6.359,5.1227,5.5747,4.834
CXCL10,1.5415,0.1519,3.6089,3.0481,2.6161,0.3796,1.1641,2.7487,5.0224,5.8228,6.0,6.6874,2.7784,3.7709,7.237,4.0171,5.656,3.5399,8.7521,3.2988,3.8033,2.9413,0.3231,0.0854,7.8532,5.0099,2.236,3.6335,1.5806,2.4063,3.8023,0.4447,4.162,3.6054,3.0808,3.4224,2.2931,1.2209,1.0642,4.0207,0.9862,4.4881,2.4386,5.9614,3.6254,5.6094,4.0782,3.1637,0.8164,2.0325,2.2452,2.609,5.8266,1.2875,2.6348,0.5859,7.2406,5.0077,2.7314,2.2783,2.6918,5.4657,0.6425,5.6332,4.1111,2.2082,3.6972,7.5607,5.5515,5.3965,4.2758,6.9197,5.8597,1.7532,1.9527,1.4704,3.2127,1.9034,4.6376,3.3435,7.0202,0.6608,5.1895,4.284,3.5742,4.9137,-0.8599,4.2025,2.5087,5.6705,0.4967,5.0605,5.0282,6.7671,2.167,3.1733,3.5608,1.9377,2.3649,1.9188,-1.4699,1.7009,-0.7346,4.9303,3.0199,2.0465,-0.7834,2.2633,2.7336,-0.0877,4.0799,3.9974,-0.4521,5.0023
CXCL11,1.6695,0.058,2.1638,1.8404,1.2209,-2.3884,-0.9971,0.4233,2.6624,3.7539,3.5742,3.7992,1.1117,1.8722,4.7334,1.5758,1.8201,0.7664,6.1965,-1.0862,1.5709,0.6517,-1.4305,-2.114,6.2438,2.233,-2.114,2.6302,-0.4921,-0.1993,1.6466,1.1577,1.614,4.9869,1.6093,2.4701,2.3704,-1.1488,-0.4325,3.0446,-0.1504,2.0912,1.2209,3.9356,1.2516,5.0423,3.3787,2.2753,-2.7274,-0.5756,0.8246,0.8246,2.8955,0.2998,-0.3201,-1.0559,4.7044,3.1653,0.2998,0.6425,0.9716,2.4883,0.1257,3.4156,2.2633,0.5955,0.537,4.6949,3.6612,2.5061,1.8918,4.0841,3.4116,0.2998,-0.9971,-1.2481,0.9716,-1.2481,2.2019,-0.0574,4.1859,-2.5479,3.1095,0.8961,0.1519,1.6695,-3.816,1.2992,-0.1504,2.6918,-2.114,2.5061,1.8957,3.5657,0.6425,0.5859,0.1519,1.0222,-1.3183,-0.1031,-1.7809,0.1257,-4.035,2.872,1.614,0.4233,-2.3884,-0.1993,2.4439,-0.7588,1.6604,-0.2671,-3.1714,3.831
